agenda_id,release,doc_id,page_range
9.2.5.2,Rel-18,R1-2405713,
9.11.1,Rel-19,R1-2402483,
6,Rel-18,R1-2403591,
9.4.2.2,Rel-19,R1-2403776,
9.6.3,Rel-19,R1-2409425,
9.3,3GPP Release 18/19,R1-2400111,
9.3.1,Rel-18/19,R1-2402463,
9.3.3,Rel-19,R1-2405468,
9.11.1,Rel-19,R1-2403211,
9.5.3,Rel-19,R1-2400669,
9.4.2.3,Rel-19,R1-2410167,
9.1.4.1,Rel-18,R1-2407505,
9.1.3.1,R19,R1-2403096,
8.1,3GPP Release 18,R1-2410919,
9.8.2,3GPP,R1-2402010,
9.1.1,Rel-19,R1-2406571,
9.1.3,Rel-18,R1-2408333,
8.1,2024,R1-2408180,
9.3,Rel-15,R1-2406553,
9.3,Rel-19,R1-2407585,
8.2,Rel-18,R1-2401213,
9.6.2,Rel-18,R1-2403254,
9.11.2,Rel-18/Rel-19,R1-2407585,
9.1.1,Release 18,R1-2407950,
9.4.2.4,Release 19,R1-2409361,
8.1,Rel-18,R1-2409093,
7,16,R1-2403745,
9.6.2,Rel-18,R1-2403138,
5,Rel-18,R1-2401087,
,Rel-18,R1-2400021,
9.5.3,Rel-19,R1-2409714,
9.9.1,Release 19,R1-2408357,
RAN1-NTN-Config,Rel-17,CR-Form-v12.3,
8.12.3,Rel-18,R1-2400536,
9.2.1,Rel-19,R1-2406521,
9.1.2,Release 19,R1-2406306,
9.3.2,Rel-19,R1-2409567,
,Rel-18,R1-2404157,
9.4.2.2,Rel-19,R1-2403197,
,Rel-19,R1-2410757,
7,Rel-16,R1-2403315,
9.2.1,Rel-19,R1-2409961,
9.9.1,Rel-19,R1-2406264,
9.1.1,Rel-19,R1-2408380,
9.4.1.2,3GPP TSG RAN WG1 #116bis,R1-2402106,
9.4.2.4,3GPP Release 18,R1-2407641,
RP-234014,Rel-19,R1-2401211,
9.1.1,Release 19,R1-2402786,
9.11.1,Release 19,R1-2406777,
9.3.3,Rel-18,R1-2408929,
9.7.1,Release 19,R1-2402896,
9.11.4,Release 19,R1-2406780,
7,Rel-18,R1-2403316,
9.2.2,Rel-19,R1-2402962,
9.3.2,Release 18,R1-2408594,
9.6.3,Rel-19,R1-2406943,
9.6.3,Rel-19,R1-2405592,
9.4.2.1,Release 19,R1-2400459,
9.6.1,Rel-18/19,R1-2401126,
9.3.3,Release 19,R1-2408848,
9.1.3.2,Rel-19,R1-2404387,
FS_UAS_Ph3,Rel-19,S2-2403859,
9.2.4,Rel-19,R1-2402462,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2405520,
9.3.2,,R1-2410559,
9.6.3,Rel-19,R1-2405721,
9.5.3,Rel-19,R1-2408352,
9.2.1,Not specified,R1-2402051,
8.1,Rel-18,R1-2405691,
9.3.2,Rel-18,R1-2408754,
9.3.2,Release 19,R1-2406471,
9.1.2.1,Rel-17,R1-2400288,
9.4.2.2,Release 18,R1-2406011,
9.7.1,3GPP Release 18,R1-2400126,
9.2.1,Rel-18,R1-2402806,
9.3.2,Rel-18,R1-2404426,
9.11.2,Release 19,R1-2403081,
9.1.1,Release 18,R1-2410504,
NR_MBS_enh-Core,Rel-18,38.211 CR,
9.2.4,Rel-19,R1-2404614,
9.2.1,Rel-19,R1-2401787,
9.5.3,Rel-19,R1-2400568,
9.2.3,Rel-19,R1-2408041,
9.7.1,Rel-19,R1-2409393,
9.1.5,Rel-18,R1-2408021,
9.10.1,3GPP,R1-2406540,
9.1.3.1,Rel-18/Rel-19,R1-2401367,
NR_unlic-Core,Rel-16,R1-2403565,
9.1.4.2,Rel-19,R1-2410173,
9.1.3.3,Rel-19,R1-2405505,
9.3.3,Rel-19,R1-2405154,
9.1.1,Rel-18,R1-2404444,
9.5.1,Rel-18,R1-2404819,
9.1.3.1,Release 19,R1-2402095,
8.2.2,Rel-18,R1-2403919,
9.5.3,Rel-19,R1-2404562,
9.7.1,Rel-19,R1-2408657,
9.4.2.1,R19,R1-2403281,
9.4.2.4,Rel-18,R1-2407426,
9.3.2,Release 19,R1-2408783,
9.2.3,Rel-19,R1-2408189,
9.6.1,Release 19,R1-2405806,
9.5.3,Rel-19,R1-2408134,
9.4.1.2,3GPP TSG RAN WG1 #119,R1-2409681,
9.7.1,Rel-19,R1-2409766,
9.6.3,Rel-18,R1-2409862,
9.1.3.1,Rel-18,R1-2404147,
9.5.1,Release 19,R1-2400062,
,Rel-17,R1-2407949,
8.3,Rel-18,R1-2401487,
9.6.3,Rel-19,R1-2407666,
9.10.1,Rel19,R1-2405465,
9.4.2.1,Rel-19,R1-2401016,
9.4.2.2,Rel-19,R1-2409008,
5,Rel-19,R1-2410106,
8.1,Rel-18,R1-2402431,
8.2,Rel-18,R1-2409041,
9.5.3,Rel-19,R1-2405630,
5,Rel-18,R1-2410308,
8.9,Rel-??,R1-2401421,
9.4.2.4,3GPP Release 19,R1-2408266,
8.1,Rel-19,R1-2410902,
8.3,Rel-18,R1-2400138,
9.5.2,Release 19,R1-2401333,
5,Rel-18,R1-2404848,
5.2.1.4.2,Rel-18,R1-2404751,
9.7.2,Rel-19,R1-2400932,
9.1.4.2,Rel-19,R1-2408162,
9.3.2,Rel-19,R1-2410251,
9.1.3,Rel-19,R1-2410020,
9.4.1.2,Rel-19,R1-2405988,
9.4.2.3,"April 15th – 19th, 2024",R1-2403786,
5,Rel-18,R1-2403335,
8.11,Rel-18,R1-2400675,
,Release 18,R1-2410070,
9.7.2,Release 18,R1-2410671,
9.6.1,Unknown,R1-2407913,
,Rel-18,R1-2405394,
9.2.3,Rel-19,R1-2409465,
Issue 1-6,Release 18,R4-2403494,
8.8,Rel-18,R1-2401140,
9.2.1,Rel-19,R1-2408778,
9.2.1,Rel-19,R1-2407111,
9.1.3.3,Rel-19,R1-2400547,
9.2.2,Rel-19,R1-2408210,
9.1.3.2,R19,R1-2402872,
9.2.5.2,Rel-17,R1-2401886,
9.5.2,NR Rel-19,R1-2403274,
9.1.1,Release 18,R1-2400316,
9.2.1,Rel-19,R1-2404475,
9.2.4,Rel-19,R1-2405151,
9.12,Rel-18/Rel-19,R1-2407585,
8.3,Release 18,R1-2401486,
8.3,Rel-18,R1-2400191,
9.5.2,Rel-19,R1-2405049,
8.12.5,Rel-18,R1-2400598,
8.1,Rel-18/19,R1-2409340,
9.11.1,R19,CR-Form.zip,
9.1.3.1,Rel-18,R1-2404378,
9.4.2.3,Rel-19,R1-2409734,
9.4.2.1,Release 19,R1-2408206,
8.1,Rel-18,R1-2409245,
9.1.3.3,Rel-19,R1-2405962,
9.12.1,Rel-19,R1-2409703,
,Rel-18,R1-2405333,
8.5.3,Rel-18,R1-2402008,
9.3.1,Rel-19,R1-2409796,
9.3.1,Rel-19,R1-2400852,
9.7.1,Rel-19,R1-2400791,
9.4.1.1,Rel-19,R1-2402184,
9.1.4.2,Release 18,R1-2408885,
8.12.6,Rel-18,R1-2400086,
9.1.4,Rel-18,R1-2409922,
8.11,Rel-18,R1-2401668,
9.10.1,Rel-19,R1-2400677,
9,Pre-Rel-18/Rel-18/Rel-19,R1-2409340,
9.2.1,Rel-19,R1-2403690,
9.1.1,Rel-18,R1-2401267,
7,Rel-15/16/17/18,R1-2407550,
9.7.1,Release 19,R1-2402478,
NR_pos_enh2-Core,Release 18,R1-2402294,
9.1.2,Rel-19,R1-2408609,
NR_SL_enh2-Core,Rel-18,R1-2408620,
9.4.1.2,Rel-19,R1-2410710,
8.3,Rel-18,R1-2401351,
7.3.1.1.3,Rel-17,R1-2404079,
9.1.3.3,Rel-19,R1-2402267,
9.11.1,Rel-19,R1-2409451,
9.11.5,Rel-19,R1-2409702,
9.1.3.2,Rel-19,R1-2404104,
9.3.3,Release 18/19,R1-2403371,
9.7.2,,R1-2410490,
9.11.3,Release 19,R1-2402936,
9.11.4,Rel-19,R1-2400876,
9.8.2,Release unspecified,R1-2406518,
9.8.1,Rel-19,R1-2405895,
9.3.3,,R1-2402327,
9.11.4,NR NTN Phase 3,R1-2403444,
9.11.3,Release 18,R1-2402624,
9.4.2.1,Rel-19,R1-2401493,
9.11.4,,R1-2410506,
8.1,Rel-18,R1-2405344,
9.4.1.2,Rel-19,R1-2405851,
9.4.2.1,Rel-19,R1-2407734,
9.5.2,Release 19,R1-2404625,
9.11.4,3GPP,R1-2407959,
7,Rel-17/18,R1-2409073,
3,Rel-18/Rel-19,R1-2409341,
9.3.1,Rel-18,R1-2404615,
9.5.3,Rel-19,R1-2401728,
9.4.2.1,Rel-18,R1-2400934,
9.6.3,Rel-19,R1-2405053,
9.4.1,Release 18 and 19,R1-2407585,
9.5.2,R19,R1-2406227,
15,"Pre-Rel-18, Rel-18, Rel-19",R1-2409340,
9.5.1,NR Rel-19,R1-2405114,
9.10.1,Rel-19,R1-2407674,
9.4.2.1,Rel-19,R1-2408701,
9.2.2,Rel-19,R1-2406522,
9.1.3.2,Rel-19,R1-2400769,
9.4.2.4,Rel-19,R1-2403023,
8.3,Rel-18,R1-2402433,
9.1.3.2,Rel-19,R1-2407266,
9.7.2,Rel-19,R1-2404635,
9.4,Rel-19,R1-2407585,
9.5.3,Rel-19,R1-2400099,
8.1,Rel-18,R1-2405392,
9.3.2,Rel-19,R1-2404454,
9.2.4,Rel-19,R1-2410263,
6.1.4.1,Rel-18,38.214 CR XXX,
5,18,R1-2405285,
9.3.3,Rel-19,R1-2407086,
8.2,Rel-18,R1-2400582,
8.5.3,Release 18,R1-2402143,
9.10.1,Release 19,R1-2404389,
9.1.3.2,Release 19,R1-2403505,
9.11.1,Release 18,R1-2408880,
8.1,Rel-18,R1-2405266,
4.5,Rel-18,R1-2406215,
8.12.6,Rel-18,R1-2400717,
9.3.2,Release 18,R1-2409633,
9.2.2,Rel-19,R1-2400728,
9.6.3,Release 18,R1-2404511,
8.2,Rel-18,R1-2403612,
8.4,3GPP,R1-2401185,
9.5.3,Rel-19,R1-2404578,
9.6.2,Release 18/19,R1-2402252,
9.5.2,Release 19,R1-2402888,
9.3.1,Release 18,R1-2406702,
9.3.1,Rel-19,R1-2405831,
,Rel-17,CR-11,
8.2.2,Rel-18,R1-2405571,
9.11.1,Rel-19,R1-2400787,
9.2.2,Rel-19,R1-2403602,
9.11.3,Release 18,R1-2400819,
5,Rel-16/Rel-17,R1-2403383,
9.4.2.1,Rel-19,R1-2408048,
7,16,R1-2403344,
9.3.2,Rel-19,R1-2405040,
9.4.2.3,2024,R1-2402514,
9.3.3,Rel-19,R1-2409595,
5,Rel-18,R1-2400349,
9.5.2,Release 19,R1-2407103,
9.8.1,Rel-19,R1-2402853,
9.3.3,Rel-19,R1-2405817,
16.3.0,Rel-18,R1-2403225,
9.7.1,Release 18,R1-2402131,
9.2.1,Release 18,R1-2406363,
8.5,Rel-18,R1-2401255,
,Rel-18,R1-2404357,
9.4.2.1,3GPP Release 18,R1-2405124,
9.4.1.2,Release 18,R1-2409391,
8.9,Rel-18,R1-2401497,
9.5.3,Rel-19,R1-2410485,
9.5.3,Rel-19,R1-2408073,
9.2.1,Rel-19,R1-2404882,
9.3.1,Rel-18,R1-2409892,
9.4.2.2,Rel-19,R1-2403021,
9.11.3,Release 19,R1-2408804,
9.4.2.2,Rel-19,R1-2401541,
9.11.1,Rel-19,R1-2400528,
9.8.2,2024,R1-2404330,
9.5.3,Rel-19,R1-2406706,
9.1.4.2,Rel-19,R1-2408222,
Not Specified,Rel-17,R1-2400893,
8.12.5,Rel-18,R1-2401645,
5,Rel-18,R1-2410327,
9.1.1,Rel-19,R1-2408608,
9.9.1,3GPP,R1-2408353,
9.2.1,Rel-19,R1-2408296,
9.9.1,Rel-19,R1-2409381,
CR 0509,Rel-17,R1-2401749,
9.1.3.1,Release 18,R1-2405032,
9.1.3.3,Rel-19,R1-2405502,
9.4.2.1,Release 19,R1-2401972,
9.2.2,5G Advanced,R1-2400522,
9.11.3,Rel-19,R1-2407922,
9.3.2,Release 19,R1-2404282,
9.11.4,Rel-19,R1-2410306,
45-1a,Rel-18,R1-2405566,
9.2.1,3GPP Release 18,R1-2410540,
9.11.3,Release 19,R1-2401301,
9.1.1,NR Rel-19,R1-2402918,
16.2.3,Rel-18,R1-2402437,
,Rel-18,R1-2407390,
9.4.1.1,Rel-19,R1-2404115,
9.11,Release-19,R1-2404205,
9.1.1,Release 18,R1-2406416,
8.2.2,Rel-18,R1-2404271,
9,Rel-18/Rel-19,R1-2407585,
9.1.3.2,Rel-19,R1-2406502,
7.1,Release 18,R1-2401284,
NR_SL_enh2-Core,Rel-18,R1-2404644,
9.4.2.2,Release 19,R1-2402386,
5,Rel-18,R1-2410449,
9.11.1,Rel-19,R1-2408361,
8.4,Rel-18,R1-2400485,
8.1.4,Rel-18,R1-2404646,
9.1.2.1,Rel-17,R1-2400216,
R18 UE,Release 19,RAN1#118bis_Schedule,
Agreement1,Rel-19,R1-2403650,
9.1.4.1,Rel-19,R1-2409007,
5,Rel-19,R1-2409478,
9.14.2,Rel-19,R1-24101212,
9.3.3,Rel-18,R1-2401229,
9.11.2,Rel-19,R1-2409103,
8.1,Rel-18,R1-2409080,
9.2.1,3GPP,R1-2408336,
9.2.3,Release 19,R1-2404669,
9.4.1.1,Rel-19,R1-2405800,
RA Timing Procedures,Rel-18,R1-2405338,
9.11.3,Release 19,R1-2402525,
7,Rel-17/18,R1-2402298,
8.6,Rel-18,R1-2400292,
9.2.1,Rel-18,R1-2405887,
9.7.1,Release 19,R1-2408482,
9.11.5,3GPP,R1-2408874,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2404681,
R1-2401393,Rel-18,R1-2401880,
,Rel-18,R1-2403578,
9.3.2,Not specified,R1-2410172,
8.2,Rel-18,R1-2402092,
5,Release 19,R1-2408725,
8.11,Rel-18,R1-2401702,
9.3.1,Rel-18+,R1-2401994,
9.11.3,Rel-19,R1-2406967,
9.4.1.2,Rel-19,R1-2409941,
8.1,Rel-18,R1-2409050,
9.1.3.1,Rel-18,R1-2404089,
9.1.3.3,Rel-19,R1-2406258,
9.11.3,Rel-19,R1-2406076,
5,Rel-18/19,RAN1#119 Chair's Notes,
9.6.1,Release 18,R1-2404312,
9.1.1,Release 19,R1-2400274,
9.11.5,3GPP Release unspecified,R1-2408667,
9.4.1.2,Rel-19,R1-2402185,
9.2.2,Rel-19,R1-2408926,
9.4.2.2,Rel-19,R1-2401329,
9.5.3,Rel-19,R1-2406696,
9.7.1,Rel-18,R1-2402940,
9.3.1,Release 18,R1-2409508,
6.2.1,Rel-18,R1-2407841,
9.6.2,FFS,R1-2404125,
9.4.2.4,R19,R1-2403062,
22.1,Rel-18,R1-2405706,
8.3,Rel-18,R1-2402640,
9.7.1,Release 19,R1-2405002,
9.3.2,Rel-18,R1-2404616,
9.6.1,Release 18,R1-2405966,
9.1.1,Rel-19,R1-2408544,
9.6.1,Release 18,R1-2408280,
9.11.3,Rel-19,R1-2409833,
9.4.1.1,Rel-19,R1-2409680,
9.3.1,Rel-19,R1-2408232,
9.4.2.2,Rel-19,R1-2406774,
9.3.3,Release 18,R1-2403019,
9.3.1,Rel-18,R1-2403892,
9.3.1,Rel-18,R1-2408119,
9.7.1,Rel-18,R1-2408154,
9.5.1,Rel-19,R1-2402672,
9.1.1,Rel-19,R1-2408690,
9.2.4,Rel-19,R1-2409507,
8.2.1,Rel-18,R1-2404163,
RAN1#116b,Rel-18,R1-2406019,
9.6.1,Rel-19,R1-2405164,
,Rel-18,R1-2404719,
9.11.1,Rel-19,R1-2408727,
TP#8,Rel-18,R1-2401913,
R19 XR,Release 19,RAN1#118bis Schedule,
5,Rel-17,R1-2402810,
9.11.2,Rel-19,R1-2408579,
9.2.2,Rel-19,R1-2410316,
9.11.3,Rel-19,R1-2404134,
9.10.1,R19,R1-2407877,
9.10.1,Rel19 WI on XR,R1-2409104,
9.1.1,Rel-19,R1-2409960,
9.1.4.1,Rel-18,R1-2409984,
9.5.3,Rel-19,R1-2409903,
8.9,Release 18,R1-2401542,
9.11.3,Non-Terrestrial Networks (NTN) for NR Phase 3,R1-2400551,
9.10.1,Release 18,R1-2406415,
9.2.2,Rel-19,R1-2409017,
5.1.5,Rel-18,38.214,
9.4.2.1,Rel-19,R1-2408272,
9.4.2.2,Rel-19,R1-2408702,
9.8.1,Pre-Release 19,R1-2409000,
,Release 18,R1-2404350,
8.1,Rel-18,R1-2400578,
9.4.2.3,Rel-19,R1-2408470,
9.3.1,Release 19,R1-2403017,
9.4.2.3,Rel-19,R1-2404292,
5,Rel-18,R1-2410459,
9.4.2.1,Rel-19,R1-2406878,
8,Rel-18/19,R1-2407585,
9.2.2,Release 19,R1-2409630,
9.8,Rel-19,R1-2407481,
9.2.1,Release 19,R1-2400771,
8.6,Rel-18,R1-2401505,
9.1.2,Rel-19,R1-2404273,
8.1,Rel-18,R1-2405474,
9.11.1,Rel-18,R1-2404692,
9.2.2,Rel-19,R1-2402722,
9.6.1,Rel-19,R1-2404627,
9.4.1.2,Release 19,R1-2410423,
9.11.2,Rel-19,R1-2402812,
9.4.1.2,Release 18,R1-2409363,
9.3.2,Release 19,RAN1#118bis_Schedule,
9.4.2.4,Rel-19,R1-2401122,
9.1.2,Release 19,R1-2403974,
8.10,Rel-18,R1-2401499,
9.2.2,Rel-19,R1-2403425,
8.12.3,Rel-18,R1-2401619,
NR_pos_enh2-Core,Rel-18,R1-2408175,
9.4.1.2,Rel-19,R1-2404889,
8.10,3GPP,R1-2400587,
9.4.2.2,Rel-19,R1-2406243,
8.12.4,Rel-18,R1-2400298,
9.8.1,Rel-19,R1-2410254,
9.4.2.2,Rel-19,R1-2402568,
9.7,Release 19,R1-2409340,
NR_SmallData_INACTIVE,Rel-18,R1-2403724,
9.8.2,3GPP Release 18+,R1-2410628,
7,Rel-17 and onwards,R1-2406821,
8.1,Rel-18,R1-2405397,
9.11.1,Rel-19,R1-2403258,
9.1.2,Rel-19,R1-2410049,
9.2.1,Rel-19,R1-2408230,
9.1.2,Rel-19,R1-2403052,
5,Rel-19+,R1-2410463,
7,Rel-17,R1-2405524,
9.1.2,Rel-19,R1-2405235,
9.10.1,Rel-19,R1-2407048,
9.2.2,Rel-19,R1-2408779,
9.7.1,Rel-19,R1-2400529,
9.11.4,2024,R1-2409530,
9.5.3,R19,R1-2403777,
9.2.3,Rel-17/18,R1-2409372,
9.1.2,NR,R1-2405277,
NR_FeMIMO-Core,Rel-18,R1-2409315,
9.8.2,3GPP Release 18,R1-2404340,
5,Rel-18,R1-2402199,
9.1.3.3,Rel-19,R1-2400320,
9.2.3,Rel-19,R1-2401798,
8.2,Rel-18,R1-2400457,
9.2.4,Rel-19,R1-2409373,
9.6.3,Release 18,R1-2406195,
9.1.1,Release 19,R1-2405899,
9.3.1,Release 19,R1-2406134,
9.3.2,Rel-19,R1-2410429,
9.11.3,Rel-19,R1-2408330,
8.3,Rel-18,R1-2403171,
9.5.1,Rel-19,R1-2406376,
9.6.3,Release 19,R1-2406297,
5,,R1-2409869,
9.1.1,Rel-18,R1-2405950,
9.7.2,Rel-19,R1-2402396,
9.3.2,Release 18,R1-2400433,
9.1.2,Release 19,R1-2402913,
9.5.2,Rel-19,R1-2410582,
9.1.1,Rel-19,R1-2404582,
8.5,Rel-18,R1-2403747,
9.5.3,3GPP Release 19,R1-2409604,
7,Release 18,R1-2403722,
9.3.2,Rel-19,R1-2405349,
9.11.1,Release 19,R1-2409823,
9.4.2.1,"Maastricht, NL, August 19th – 23rd, 2024",R1-2407033,
9.8.2,3GPP Release 18,R1-2409403,
9.5.3,Rel-19,R1-2410180,
9.7.1,,R1-2405094,
9.3.2,Release 19,RAN1#118bis-Schedule,
9.2.2,Rel. 19,R1-2401244,
NR_NTN_Ph3-Core,Release 19,R1-2409257,
9.1.1,Rel-18/Rel-19,R1-2402609,
9.4.1.1,Rel-19,R1-2400560,
9.8,,R1-2407251,
5,NR_NTN_enh-Core,R1-2400975,
9.2.2,Rel-19,R1-2406261,
Obj.3,Release 19,R1-2410147,
9.3.1,Release 18,R1-2402532,
9.4.2.1,Rel-18,R1-2405242,
9.6.1,Rel-18,R1-2408416,
9.8.1,Rel-19,R1-2410594,
9.8,"Hefei, China, October 14th – 18th, 2024",R1-2408998,
9.4.2.2,Rel-19,R1-2408992,
8.5,Release 18,R1-2400276,
8.1,Rel-18,R1-2407328,
9.6.1,Rel-18,R1-2403453,
9.1.2,Release 19,R1-2409028,
5,Rel-18,R1-2404358,
9.5.1,NR Rel-19,R1-2402809,
,Rel-18,R1-2410454,
FS_AmbientIoT,Rel-19,R1-2407827,
9.8.1,3GPP,R1-2406128,
8.12.6,Rel-18,R1-2400149,
9.4.1.2,,R1-2406371,
9.2.2,Rel-19,R1-2406926,
9.4.2.2,Rel-19,R1-2402075,
,Rel-18,02987,
15,Rel-16,R1-2400703,
8.1,Rel-18,R1-2410803,
9.2.4,Rel-19,R1-2404280,
9.10.1,Rel-19,R1-2408424,
8.12.6,Rel-18,R1-2401471,
7,"Rel-17 New RAT, TEI",R1-2410601,
5,Rel-19,R1-2410089,
8.12.2,Rel-18,R1-2400715,
8.7,Rel-18,R1-2400705,
9.1.1,Release 19,R1-2409499,
8.1,Rel-18,R1-2407659,
9.1.1,May 2024,R1-2404601,
9.11.1,Rel-18,R1-2408824,
9.1.1,18,R1-2401223,
9.11.2,Rel-19,R1-2408734,
9.11.2,Rel-19,R1-2406671,
9.11.1,NR Phase 3,R1-2408945,
9.3.1,Rel-19,R1-2407857,
N/A,Rel-17,R1-2407176,
9.11.1,NR,R1-2405172,
9.9.1,Rel-19,R1-2407719,
9.11.1,NR Phase 3,R1-2408426,
7,Rel-15,R1-2403626,
9.8.1,3GPP Release 18,R1-2408421,
9.7.2,RAN WG1 #118,R1-2406208,
9.6.1,Rel-18/19,R1-2410231,
9.8.2,3GPP Release 18,R1-2402621,
9.8.1,Rel-19,R1-2402601,
9.5.1,Rel-19,R1-2402726,
9.5.1,NR,R1-2401232,
9.2.2,Rel-18/Rel-19,R1-2407585,
9.7.1,Rel-19,R1-2404914,
5,Rel-17,R1-2408612,
5.1.6.5.2,Rel-18,R1-2407260,
9.1.1,Rel-19,R1-2407690,
9.4.2.1,Release 19,R1-2405912,
9.2.2,Rel-19,R1-2401650,
9.3.3,Release 19,R1-2400835,
8.1,Rel-18,R1-2410860,
9.1.3.2,Rel-19,R1-2406257,
9.11.4,Rel19,R1-2406427,
9.1.4.1,Rel-19,R1-2409783,
8.1,Rel-18,R1-2403522,
9.1.1,Rel-18/19,R1-2410466,
38.214 CR,Rel-17,R1-240xxxx,
9.3.1,Unknown,RAN1#119-Schedule,
9.3.1,Rel-18,R1-2402403,
4.1.23,Rel-18,R1-2401915,
9.2.1,Rel-19,R1-2400237,
9.1.3.1,Rel-18,R1-2400234,
9.11.1,Rel-19,R1-2409650,
9.4.1.2,Rel-19,R1-2404940,
5.2.1.4.2,Rel-17,R1-2407418,
9.1.4.2,Rel-19,R1-2410776,
8.4,18,R1-2402307,
9.10.1,Rel-19,R1-2409775,
9.1,Release 19,R1-2409340,
9.11.4,Rel-19,R1-2409886,
NR_Mob_enh2,Rel-18,R1-2402785,
9.11.3,Rel-19,R1-2403260,
9.10.1,Rel-19,R1-2406948,
9.11.2,Release 19,R1-2408488,
8.1,Rel-18,R1-2405066,
9.6.1,Release 18,R1-2401982,
5,Rel-18,R1-2404753,
9.6.3,Rel-19,R1-2408822,
5,Release 18,R1-2403632,
9.1.3,Rel-19,R1-2410336,
9.4.2.2,18,R1-2402513,
9.4.2.2,Rel-19,R1-2405380,
NR_SL_enh2-Core,Rel-18,R1-2403673,
9.1.1,Rel-18,R1-2405143,
9.8.1,Release 18,R1-2407253,
9.11.1,Rel-19,R1-2401342,
9.2.3,Rel-19,R1-2404451,
9.7.2,Rel-18,R1-2408524,
9.1.1,Release 18,R1-2406920,
9.3.2,Rel-19,R1-2409046,
9.2.1,Rel-19,R1-2406043,
9.4.2.2,Rel-19,R1-2402585,
8.1,Rel-18,R1-2407192,
9.1.1,Rel-19,R1-2406526,
,Rel-18,R1-2410794,
9.3.2,Release 19,R1-2405985,
9.11.1,Release 19,R1-2402902,
9.3.1,Release 18,R1-2406691,
7.1,Rel-18,R1-2401383,
9.4.2.2,Rel-19,R1-2402014,
9.11.1,Rel-19,R1-2406446,
9.1.3.2,Rel-19,R1-2402556,
9.10.1,Rel-19,R1-2402268,
9.3.1,Release 19,R1-2401116,
9.2.3,Release 18 and 19,R1-2407585,
9.1.2,Rel-19,R1-2408028,
9.5.3,Release 19,R1-2407997,
9.8.2,Unknown,R1-2407073,
Obj.3,Release 19,R4-2416913,
9.11.3,Release 19,R1-2407880,
9.5.3,Release 19,R1-2402889,
8.12.3,Rel-18,R1-2401103,
8.2,Rel-18,R1-2401417,
9.2.1,Rel-19,R1-2408317,
9.7.2,Rel-19,R1-2410627,
8.3,Rel-18,R1-2400708,
9.6.3,Rel-18,R1-2407716,
9.5.2,Rel-19,R1-2405213,
9.6.1,Rel-19,R1-2402675,
9.4.2.1,Rel-18,R1-2401276,
9.8.1,3GPP,R1-2409694,
9.1.1,,R1-2403036,
9.2.1,Rel-19,R1-2402713,
9.11.3,Release 19,R1-2408718,
9.11.3,Release 19,R1-2408554,
9.4.2.3,Not specified,R1-2402188,
9.4.2.3,Rel-19,R1-2400564,
9.11.4,Rel-19,R1-2404442,
9.4.2.2,Rel-19,R1-2405853,
9.2.4,Rel-19,R1-2403016,
8.1,Rel-18,R1-2409312,
9.1.3.3,Release 19,R1-2404549,
9.12.1,Rel-19,R1-2408262,
9.9.1,Rel-19,R1-2407146,
9.6.2,Rel-19,R1-2410274,
9.1.2,Rel-19,R1-2404905,
9.5.3,Rel-19,R1-2406479,
9.7.1,Rel-18,R1-2404723,
9.1.4.1,Rel-19,R1-2408547,
9.4,Rel-19,R1-2401767,
9.10.1,Rel-19,R1-2401717,
9.6.3,Rel-18,R1-2408255,
7,Rel-18,R1-2406387,
9.5.3,Rel-19 NES,R1-2404409,
9.4.2.4,Rel-19,R1-2406776,
7.1.1,Rel-18,R1-2410937,
9.4.2.1,Rel-18,R1-2402468,
9.2.2,Release 19,R1-2403476,
9.2.2,Rel-19,R1-2403523,
9.7.2,Rel-19,R1-2409767,
9.1.2,Rel-19,R1-2407893,
9.11.3,Release 19,R1-2401543,
8.4,Rel-18,R1-2403681,
9.7.1,3GPP Release 18,R1-2400175,
9.1.1,NR,R1-2407142,
9.11.4,3GPP Release 17/18,R1-2400480,
9.11.3,NR Phase 3 NTN,R1-2404216,
9.4.2.3,Rel-19,R1-2408069,
9.2.2,Rel-19,R1-2402281,
5,Rel-19,R1-2409876,
9.5.2,Rel-19,R1-2409711,
Not Specified,Rel-18,R1-2400016,
9.7.1,Rel-18,R1-2403920,
9.10.1,Rel-19,R1-2404515,
,Rel-18,R1-2401869,
NR_IIOT-Core,Rel-16,R1-2406388,
9.1.3.2,Release-19,R1-2401224,
9.5.3,Rel-19,R1-2402727,
8.1,NR Rel-18/19,R1-2400390,
Opening,Rel-18,R1-2407585,
9.4.2.3,Release 19,R1-2404030,
9.11,Release-19,R1-2401990,
9.7.2,3GPP TSG RAN WG1 #118bis,R1-2400841,
9.11.4,Rel19 IoT NTN,R1-2404742,
7,Release 17,R1-2410800,
9.2.4,Rel-19,R1-2401257,
9.7.2,Rel-19,R1-2404915,
8.4,Rel-18,R1-2403010,
NR FeMIMO-Core,Rel-18,R1-2405651,
8.1,Rel-18,R1-2404211,
9.11.1,Rel-19,R1-2404003,
9.1,Rel-18,R1-2404482,
9.7.1,Rel-19,R1-2400746,
9.11.2,Rel-19,R1-2407957,
9.5.3,Rel-19,R1-2403136,
9.1.1,Rel-19,R1-2400618,
9.5.3,Release 18,R1-2400064,
5,,R1-2400637,
,Rel-18,R1-2410708,
