contributor_name,doc_id,contribution_type
Nokia,R1-2404052,Discussion and Decision
Nokia,R1-2401806,Contributor
Futurewei,R1-2402041,Discussion/Decision Proposal
ZTE Corporation,R1-2409556,Technical Analysis
Fraunhofer IIS,R1-2403304,Contribution
vivo,R1-2400219,Technical Proposal
ASUSTeK,R1-2406707,Discussion and Decision
Nokia,R1-2407577,Change Request
CBN,R1-2400143,Discussion and Decision
Sanechips,R1-2409381,Technical Analysis
ZTE,R1-2401070,Change Request
CMCC,R1-2405992,Technical Analysis & Proposals
Spreadtrum Communications,R1-2407719,Discussion and decision
HiSilicon,R1-2405331,Technical Analysis
Huawei,R1-2403459,Proposals on path-based measurements
HiSilicon,R1-2409426,Discussion
Nokia,R1-2403791,Moderator
"NTT DOCOMO, INC.",R1-2403248,Discussion and Decision
CATT,R1-2404405,Technical Proposal
ETRI,R1-2408577,Discussion/Decision
Ericsson,R1-2410851,Moderator
Honor,R1-2400523,Discussion and Decision
Huawei,R1-2404951,Source
Google,R1-2404683,Contribution
Ericsson,R1-2410864,Technical Contribution
CATT,R1-2404391,Author
CATT,R1-2404413,Technical Contribution
Samsung,R1-2400729,Technical Contribution
KDDI Corporation,R1-2408911,Contribution
Ericsson,R1-2403566,CR Proposal
ETRI,R1-2404781,Technical contribution
vivo,R1-2407841,Draft CR
CEWiT,R1-2403061,Contribution
Huawei,R1-2403672,Source
OPPO,R1-2408134,Contribution
Sony,R1-2408410,Technical Contribution
OPPO,R1-2410651,Moderator Summary
LG Electronics,R1-2403481,Moderator
Samsung,R1-2409604,Contribution
Sanechips,R1-2407778,Reply LS
Sony,R1-2400868,Discussion & Decision proposal
Ericsson,R1-2401807,Proposal for FG51-2 restrictions
HiSilicon,R1-2410605,Source
CATT,R1-2400441,Source
Ericsson,R1-2406135,"Discussion, Decision"
OPPO,R1-2410113,Discussion and Decision
ITRI,R1-2408830,Contribution
Sanechips,R1-2406131,Discussion
Huawei,R1-2405697,Source
HiSilicon,R1-2408971,CR Source
Sharp,R1-2403878,Source
OPPO,R1-2404850,Discussion Proposal
vivo,R1-2406203,Discussion and Decision
Qualcomm Incorporated,R1-2403197,Technical Contribution
HiSilicon,R1-2403955,Technical Contribution
China Southern Power Grid,R1-2409523,Use Case Expertise
Huawei,R1-2405631,Discussion
MediaTek Inc.,R1-2409188,Moderator
NEC,R1-2402826,Discussion and Decision
Lenovo,R1-2410365,Technical Proposal
Ericsson,R1-2403541,Proposal on scenario inclusion
Sharp,38.213 CR - rev,CR Submission
BJTU,R1-2408094,Source
ZTE,R1-2402191,Technical analysis and proposals
Samsung,R1-2404135,Discussion and Decision Proposal
vivo,R1-2407851,Discussion
China Southern Power Grid,R1-2407916,Use Case Requirements
Ericsson,R1-2405743,Moderator Report
Sharp,R1-2403111,Technical Proposal
Seunghee Han,R1-2407565,Contact Person
Xiaomi,R1-2404613,Discussion and Decision
Huawei,R1-2409147,Moderator
OPPO,R1-2404880,Technical Analysis
Sony,R1-2400859,Discussion and decision
Samsung,R1-2404122,Technical Analysis
CATT,R1-24XXXXX,Moderator
Sony,R1-2408413,Discussion
China Telecom,R1-2400841,System Integration
Apple Inc.,R1-2401009,Contribution
ETRI,R1-2404772,Technical proposal
CATT,R1-2400443,Contribution
Apple,R1-2404310,Discussion
Nokia,R1-2407648,Technical Contribution
Panasonic,R1-2402855,Discussion document
Ericsson,R1-2401544,Moderator
Huawei,R1-2408975,CR Author
CEWiT,R1-2401274,Discussion and Decision
Samsung,R1-2406645,Discussion and Decision
Vodafone,R1-2408589,Contribution
Ericsson,R1-2405493,Technical Contribution
"NTT DOCOMO, INC.",R1-2405037,Contribution
Qualcomm Incorporated,R1-2408845,Technical Proposal
CEWiT,R1-2410579,Discussion and Decision
Samsung,R1-2404093,Source
CATT,R1-2409937,Discussion and Decision
Antonino Orsino,R1-2407413,Contact Person
HiSilicon,R1-2408186,Source
Qualcomm,R1-2407310,
Ericsson,R1-2407451,Contributor
Apple Inc.,R1-2409239,Moderator Summary
Futurewei,R1-2400089,Contribution
Qualcomm Incorporated,R1-2410481,Discussion and Decision
CMCC,R1-2405991,Technical Proposal
Apple,R1-2402881,Discussion/Decision
ZTE,R1-2402619,Source
Fujitsu,R1-2402788,Contribution
NICT,R1-2403140,Source
Fujitsu,R1-2400777,Contribution
HiSilicon,R1-2409398,Discussion/Decision
Chair,R1-2407585,Source
Xiaomi,R1-2407943,Reply LS
TCL,R1-2400274,Discussion and Decision
Yushu Zhang,R1-2410146,Contact Person
Ericsson,3GPP TS 38.214,Change Request
Huawei,R2-2409360,Liaison Statement
Nokia,R1-2402598,Source
3GPP SA2,S2-2403444,Source
CATT,R1-2400415,Technical Proposal
China Telecom,R1-2409995,Discussion
Fraunhofer HHI,R1-2400928,Contribution
Xiaomi,R1-2402667,Discussion and Decision
AT&T,R1-2410333,Discussion/Decision
ZTE,R1-2407292,Moderator Summary
Samsung,R1-2409063,Moderator
Huawei,R1-2403356,Source
Sanechips,R1-2407929,Technical Analysis
Samsung,R1-2409138,CR Proposal
Google Inc.,R1-2401211,Technical Proposal
Samsung,R1-2409599,Technical Proposal
National Taiwan University,R1-2408887,Source
"Huawei, HiSilicon",R1-2403951,Technical Proposal
"NTT DOCOMO, INC.",R1-2403747,Moderator
Ericsson,R1-2410613,Technical Contribution
Samsung,R1-2405734,Contributor
"Huawei, HiSilicon",R1-2402000,Source
"NTT DOCOMO, INC.",R1-2403234,Discussion and Decision
Huawei,R1-2403656,Ad-Hoc Chair
Qualcomm Incorporated,R1-2401410,CR Proposal
Lenovo,R1-2404926,Technical Proposal
Thales,R1-2401988,Source
Continental Automotive,R1-2406505,Discussion and Decision
"InterDigital, Inc.",R1-2409467,Technical Analysis
CMCC,R1-2405993,Discussion & Decision
Sanechips,R1-2402188,Discussion
Fujitsu,R1-2408502,Source
vivo,R1-2404187,Discussion/Decision
IIT Kharagpur,R1-2404916,Discussion Document
NVIDIA,R1-2406494,Source
Qualcomm Incorporated,R1-2408838,Technical Contribution
Spreadtrum Communications,R1-2400036,Technical Contribution
ZTE,R1-2406677,CR Proposal
vivo,R1-24,Moderator Summary
CICTCI,R1-2406322,Source
OPPO,R1-2406225,Technical analysis
Ericsson,R1-2407207,Link/System Level Simulations
Apple Inc.,R1-2407441,Moderator Summary
HiSilicon,R1-2400104,Contribution
"InterDigital, Inc.",R1-2400688,Contribution
MediaTek Inc.,R1-2405574,Source
Panasonic,R1-2408353,Discussion Document
CMCC,R1-2400308,Discussion & Decision
OPPO,R1-2410100,Technical Proposal
Huawei,R1-2410606,Discussion
Tejas Networks,R1-2402403,Discussion and Decision
vivo,R1-2405363,Contribution
Google Inc.,R1-2404348,Technical Proposal
LG Electronics,R1-2401840,Moderator
Nokia,R1-2404050,Response LS
Lenovo,R1-2410022,Technical Analysis
Samsung,R1-2400717,Technical Proposal
Google,R1-2402287,Discussion/Decision
China Telecom,R1-2407742,Discussion
Qualcomm Incorporated,R1-2408837,Discussion and Decision
Ericsson,R1-2403274,Technical Proposal
Rakuten,R1-2410303,Technical Proposal
TCL,R1-2402179,Discussion and Decision
Fujitsu,R1-2402792,Technical Contribution
Panasonic,R1-2401035,Discussion
vivo,R1-2402217,Change Request Proposal
Tao Cai,R2-2313656,LS Submitter
Xiaomi,R1-2406292,Technical Analysis and Proposals
LG Electronics,R1-2402812,Discussion and decision
Indian Institute of Technology Madras (IITM),R1-2405283,Technical Analysis
Nokia Shanghai Bell,R1-2400973,Source
Futurewei,R1-2400100,Technical Proposal
Futurewei,R1-2410030,Discussion
OPPO,R1-2404861,Discussion and Decision
LG Electronics,R1-2403120,Discussion and decision
Nokia,R1-2401725,Moderator Summary
Samsung,R1-2409596,Contribution
Nokia,R1-2403625,Contributor
CATT,R1-2407429,Moderator Summary
IIT KANPUR,R1-2406459,Discussion and Decision
IIT Kanpur,R1-2408939,Technical Analysis & Proposals
"NTT DOCOMO, INC.",R1-2401645,Moderator Summary
Samsung,R1-2401877,Change Proposal
Ericsson,R1-2403272,Rapporteur
CATT,R1-2404356,Discussion
Intel Corporation,R1-2402153,Discussion
vivo,R1-2409682,Discussion
FGI,R1-2401054,Technical Contribution
Google,R1-2400396,Technical Proposal
CMCC,R1-2409124,Moderator
LG Electronics,R1-2405491,Moderator
Intel Corporation,R1-2402138,Technical Contribution
OPPO,R1-2404834,Change Proposal
OPPO,R1-2402338,Contribution
CMCC,R1-2405998,Discussion & Decision
Ericsson,R1-2407518,Source
Spreadtrum Communications,R1-2400074,Discussion and decision
ZTE,R1-2410872,Moderator Summary
NEC,R1-2406561,Contribution
China Telecom,R1-2406086,Technical Analysis
ZTE Corporation,R1-2407810,Discussion and Decision
CATT,R1-2404358,Technical Analysis
OPPO,R1-2402316,Technical Contribution
MediaTek Inc.,R1-2408696,Technical Analysis
ETRI,R1-2410268,Discussion
ZTE Corporation,R1-2410843,Positioning corrections
Qualcomm Incorporated,R1-2410498,Technical Contribution
Sanechips,R1-2407535,Contributor
Qualcomm Incorporated,R1-2408853,Technical Analysis
Fujitsu,R1-2403708,Moderator
Panasonic,R1-2404738,Technical Proposal
Samsung,R1-2402419,Source
Fujitsu,R1-2410060,Discussion
Nokia,R1-2403773,CR Submission
Ericsson,R1-2407308,Discussion/Decision
Ericsson,R1-2407152,Source
Fujitsu,R1-2405064,Source
Qualcomm,R1-2410460,Technical Contribution
NICT,R1-2405205,Discussion Proposal
Spreadtrum Communications,R1-2404036,Technical Analysis and Proposals
ZTE Corporation,R1-2406403,Contribution
CATT,R1-2400430,Contribution
Fraunhofer IIS,R1-2401244,Technical Analysis
"NTT DOCOMO, INC.",R1-2408779,Technical Contribution
CATT,R1-2403753,Moderator Proposal
China Mobile,R4-2321609,Contact Person
Google,R1-2401255,Discussion
Huawei,R1-2403671,Moderator
"InterDigital, Inc.",R1-2402610,Discussion and Decision
Qualcomm Incorporated,R1-2408861,Discussion
"NTT DOCOMO, INC.",R1-2407197,Moderator Summary
NEC,R1-2406692,Source
Huawei,R1-2408170,Source
ZTE,R1-2405638,Moderator
Spreadtrum Communications,R1-2402120,Technical Analysis
Huawei,R1-2403472,Technical Input
Samsung,R1-2409205,Co-author
ZTE,R1-2409075,Source
Spreadtrum Communications,R1-2404043,Discussion and decision
"NTT DOCOMO, INC.",R1-2409210,Moderator Summary
HiSilicon,R1-2405550,Source
ZTE Corporation,R1-2409541,Technical Analysis
Samsung,R1-2401907,CR Author
CMCC,R1-2409533,Discussion & Decision
Samsung,R1-2403523,Moderator
Spreadtrum Communications,R1-2405929,Discussion
ZTE Corporation,R1-2401064,Discussion
Xiaomi,R1-2404619,Discussion and Decision
Thales,R1-2401990,Source
Huawei,R1-2407371,CR Proposal
vivo,R1-2406182,Contribution
Samsung,R1-2408662,Contribution
MediaTek Inc.,R1-2408692,Technical Proposal
Samsung,R1-2409611,Discussion and Decision
Qualcomm Incorporated,R1-2408854,Technical Contribution
AT&T (Moderator),R1-2408760,Moderator Summary
ASUSTeK,R1-2408910,Discussion and Decision
Ericsson,R1-2405289,CR proposal
CEWiT,R1-2405245,Source
Ericsson,R1-2400677,Source
TSG RAN WG2,R2-2403979,Liaison Statement
ETRI,R1-2403029,Discussion/Decision
Fujitsu,R1-2407508,Moderator
HiSilicon,R1-2400106,Discussion and Decision
HiSilicon,R1-2404947,Discussion/Decision
NTPU,R1-2401052,Contribution
Samsung,R1-2405528,Technical Contribution
Deutsche Telekom,R1-2410301,Contribution
vivo,R1-2404169,Technical Analysis
xiaomi,R1-2404618,Discussion Document
ZTE Corporation,R1-2408069,Technical Analysis
Nokia,R1-2410920,Contributor
CEWiT,R1-2410577,Simulation Analysis
Huawei,R1-2401797,TR Editor
Qualcomm Incorporated,R1-2407036,Technical Contribution
"InterDigital, Inc.",R1-2403851,Moderator Summary
Huawei,38.211 CR,Moderator
Huawei,R1-2402419,Source
Qualcomm Incorporated,R1-2401660,CR Proposal
Xiaomi,R1-2402672,Discussion
vivo,R1-2400233,Technical Contribution
ZTE Corporation,R1-2410696,Moderator
ZTE,R1-2400285,Technical Proposal
"InterDigital, Inc.",R1-2402088,Moderator/Proposer
Samsung,R1-2406649,Technical Proposal
UNISOC,R1-2409652,System Design
KDDI,R1-2407126,Contribution
Kookmin University,R1-2408826,Discussion and Decision
ZTE Corporation,R1-2406117,CR Proposal
HiSilicon,R1-2405872,Discussion and Decision
Ericsson,R1-2403565,CR Source
"InterDigital, Inc.",R1-2402080,Discussion and Decision
Lenovo,R1-2403162,Contribution
RUijie networks,R1-2409840,Discussion and decision
Ericsson,R1-2410749,Moderator
Fraunhofer HHI,R1-2406711,Technical Analysis
ZTE,R1-2405514,CR Proposal
KT Corp.,R1-2401149,Technical Proposal
Google,R1-2410911,Liaison Statement
Fraunhofer IIS,R1-2408951,Technical Analysis
Sharp,R1-2408329,Contribution
Langbo,R1-2404731,Change Request Proposal
CATT,R1-2400438,Technical Contribution
Intel Corporation,R1-2403963,Technical Contribution
"NTT DOCOMO, INC.",R1-2410669,Technical Contribution
CMCC,R1-2402580,Discussion & Decision
Huawei,R1-2401606,Moderator Summary
Thales,R1-2401989,Source
Fujitsu,R1-2410132,Technical Analysis
Samsung,R1-2409062,Moderator Summary
Sharp,R1-2405069,Discussion and Decision
Lenovo,R1-2409164,Moderator/Feature Lead
Huawei,R1-2403941,Technical Analysis
Qualcomm,R1-2406214,CR Proposal
Nokia,R1-2400939,Source
Lenovo,R1-2400884,Discussion
Ericsson,R1-2405574,Source
Sony,R1-2407297,Moderator Summary
"InterDigital, Inc.",R1-2408554,Technical Proposal
LG Electronics,R1-2408337,Discussion and Decision
Xiaomi,R1-2407959,Technical Proposal
Ericsson,CR 0498 rev 1,CR Proposal
NEC,R1-2404657,Technical Analysis and Proposals
Dell Technologies,R1-2400515,On-demand SSB triggering proposals
Ericsson,R1-2407145,Source/Author
HiSilicon,R1-2408976,Technical Contribution
Samsung,R1-2404067,Discussion proposal
Samsung,R1-2410936,Technical Contribution
CMCC,R1-2410849,Session notes
Samsung,R1-2404134,Discussion and decision
Sharp,R1-2403295,Discussion and Decision
Sanechips,R1-2402193,Source
vivo,R1-2404149,CR Proposal
"InterDigital, Inc.",R1-2409846,Technical Proposal
Huawei,R1-2407462,CR Submission
Frank Long,R1-2409262,Contact Person
ZTE,R1-2405639,Moderator
Meta,R1-2401033,Source
Nokia,R1-2410554,Technical Contribution
Samsung,R1-2406622,Discussion and Decision
Samsung,R1-2409588,Moderator Summary
Nokia Shanghai Bell,R1-2410555,Contribution
Nokia,R1-2402840,Discussion and Decision
HiSilicon,R1-2404951,Contribution
Samsung,R1-2404954,Change Request Proposal
OPPO,R1-2402326,Technical Contribution
"NTT DOCOMO, INC.",R1-2408783,Discussion and Decision
Lenovo,R1-2402585,Discussion
Google,R1-2405272,Contribution
CATT,R1-2406373,Technical Analysis
NEC,R1-2400478,Discussion Document
KDDI,R1-2401136,Contribution
ZTE Corporation,R1-2402263,Technical Proposal
OPPO,R1-2410075,Contribution
Kyocera,R1-2409569,Source
Xiaomi,R1-2407978,Contribution
ZTE,R1-2401771,Contributor
Apple Inc.,R1-2404280,Technical Proposal
"NTT DOCOMO, INC.",R1-2410386,Contribution
"NTT DOCOMO, INC.",R1-2403246,Source
Huawei,R1-2409259,Feature Lead Summary
Lekha Wireless Solutions Pvt Ltd,R1-2404347,Discussion/Decision
OPPO,R1-2404848,Discussion and Proposal
Xiaomi,R1-2410668,Source
Ericsson,R1-240xxxx,Proposals on synchronization signals
ETRI,R1-2404779,Discussion/Decision Proposal
China Telecom,R1-2409998,Technical contribution
3GPP RAN1 Delegates,RAN1#119,Technical Specifications
HiSilicon,R1-2409231,Source
"NTT DOCOMO, INC.",R1-2406951,Discussion/Decision
NICT,R1-2401078,Technical Contribution
IIT Kanpur,R1-2403381,Discussion
Samsung,R1-2410754,Moderator
ZTE Corporation,R1-2406116,Change Request Proposal
Spreadtrum Communications,R1-2400070,Technical Proposal
Qualcomm Incorporated,R1-2401408,Technical Proposal
"NTT DOCOMO, INC.",R1-2410378,Discussion and Decision
Intel Corporation,R1-2407396,Contributor
Huawei,R1-2401566,Input on TCI application
CMCC,R1-2409531,Discussion & Decision
"NTT DOCOMO, INC.",R1-2403242,Discussion and Decision
RAN1 Chair,R1-2407585,Meeting Notes
Lekha Wireless Solutions,R1-2408308,Source
Huawei,R1-2409404,Source
Indian Institute of Technology Madras,R1-2403393,Contribution
ZTE Corporation,R1-2410246,Proposal
Apple,R1-2402888,Discussion/Decision
ZTE,R1-2404008,Technical Contribution
Apple,R1-2400998,Technical Proposal
TSG RAN2,R2-2407463,Technical Contribution
Unknown,CR rev,Technical Correction
Qualcomm Incorporated,R1-2405159,Technical Proposal
Pengcheng Laboratory,R1-2400169,Discussion/Agreement
Nokia Shanghai Bell,R1-2400963,Discussion and Decision
Qualcomm,R1-2405544,Moderator
OPPO,R1-2409168,Moderator
Ericsson,R1-2408366,Proposal
ZTE,R1-2405649,Technical Contribution
Fujitsu,R1-2404593,Technical Analysis/Proposals
Huawei,R1-2401608,Proposals on simultaneous Tx/Rx
China Telecom,R1-2404427,Technical Proposal
Ericsson,R1-2403449,Moderator Summary
Xiaomi,R1-2404603,Discussion and Decision
vivo,R1-2407879,Discussion and Decision
NEC,R1-2409862,Technical Proposal
CICTCI,R1-2409953,Technical Contribution
"NTT DOCOMO, INC.",R1-2410401,Discussion
Semtech,R1-2408743,Source
Qualcomm,R1-2401563,Moderator
RAN WG1,R1-2405569,Technical Contribution
"Huawei, HiSilicon",R1-2407585,Technical Contribution
Jiayi Yang,R1-2407484,Contact Person
China Telecom,R1-2402523,Source
ZTE Corporation,R1-2409724,Technical Analysis
MediaTek Inc.,R1-2409055,Moderator Summary
NICT,R1-2406053,Source/Contributor
ZTE Corporation,R1-2401750,Change Request Proposal
Sanechips,R1-2407935,Source
Vodafone,R1-2410299,Discussion
Qualcomm Incorporated,R1-2403180,Discussion/Decision
China Mobile Communications Corporation,R1-2404470,Technical Proposal
Apple Inc.,R1-2408452,Discussion/Decision
Xiaomi,R1-2404611,Technical Proposal
"NTT DOCOMO, INC.",R1-2401498,Moderator
ZTE Corporation,R1-2408512,CR for TS 38.213
vivo,R1-2402247,Discussion and Decision
Google Inc.,R1-2404935,Technical Proposal
OPPO,R1-2404874,Discussion and Decision
China Telecom,R1-2400658,Discussion Document
Lenovo,R1-2409484,Technical contribution
NEC,R1-2409861,Technical Contribution
Nokia,R1-2402994,Discussion and Decision
Sanechips,R1-2400486,Discussion
CEWiT,R1-2407077,Discussion
ASUSTeK,R1-2408763,Contribution
CATT,R1-2410727,Moderator Summary
CMCC,R1-2407921,Source
vivo,R1-2402258,Contribution
"InterDigital, Inc.",R1-2404262,Technical Contribution
Ericsson,R1-2410140,Technical Contribution
Ericsson,R1-2405005,Discussion/Decision
ZTE,R1-2405606,Moderator
Google,R1-2404689,Discussion/Decision
HiSilicon,R1-2400105,Technical Analysis
Tejas Networks Pvt. Ltd.,R1-2409765,Discussion
NEC,R1-2400870,CR Proposal
OPPO,R1-2409171,Moderator Summary
Fujitsu,R1-2400761,Source
"NTT DOCOMO, INC.",R1-2410813,Moderator
Apple,R1-2408475,Discussion/Decision
Panasonic,R1-2410200,Discussion
Xiaomi,R1-2406274,Discussion and Decision
Huawei,R1-2405868,Technical Analysis & Proposals
ZTE,R1-2401595,Moderator
AT&T,R1-2405565,Moderator
NVIDIA,R1-2400690,Discussion Document
"InterDigital, Inc.",R1-2409567,Discussion and Decision
CAICT,R1-2406968,Contribution
Sanechips,R1-2402781,CR Proposal
Samsung,R1-2405710,Contributor
Nokia,R1-2410137,Technical Contribution
