meeting_id,venue,wg,topic
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,CR corrections for 8TX UE layer transmission
RAN WG1 #119,"Orlando, US",RAN WG1,Ambient IoT Channel/Signal Design
3GPP TSG RAN WG1 #119,"Orlando, USA",RAN WG1,NR Physical Layer Enhancements
3GPP TSG RAN-WG1 Meeting #116bis,"Changsha, China",RAN WG1,Ambient IoT Physical Layer Design
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,MIMO Enhancements for Rel-19
3GPP TSG-RAN WG1 #116,"Athens, Greece",RAN WG1,Ambient IoT Physical Layer Standardization
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,NR and IoT Physical Layer Enhancements
3GPP TSG RAN WG1 #118,"Maastricht, NL",RAN WG1,NR MIMO Enhancements
3GPP TSG-RAN WG1#117,"Fukuoka, Japan",TSG-RAN WG1,Adaptation of common signalling for NES
RAN WG1 #118,"Maastricht, NL",RAN WG1,CSI Enhancements
RAN WG1 #116bis,"Changsha, China",TSG-RAN WG1,AI/ML for NR Air Interface
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Agenda Item 9.4.1.1: Discussion on Ambient IoT evaluation
TSG-RAN WG1 #116bis,"Changsha, China",RAN WG1,XR Enhancements for NR
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Frame structure and timing aspects of Ambient IoT
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",TSG-RAN WG1,Physical layer specifications
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 Network Energy Savings (NES)
RAN WG1 #119,"Orlando, US",RAN WG1,Correction on open loop timing advance calculation for ATG
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Further enhancements on MIMO
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Maintenance for NR RedCap enhancements
TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Maintenance on Rel-18 NR NTN
RAN WG1 #118bis,"Hefei, China",RAN WG1,CW Waveform Characteristics for A-IoT
RAN WG1 #118,"Maastricht, NL",RAN WG1,ISAC Channel Model Discussion
RAN WG1 #119,"Orlando, US",RAN WG1,AI/ML model based CSI compression
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,NTN IoT Phase 3 Enhancements
RAN WG1 #118,"Hefei, Anhui Province, China",RAN WG1,AI/ML in NR Air Interface
RAN WG1 #119,"Orlando, Florida, USA",RAN WG1,AI/ML Air Interface Enhancements
RAN WG1 Meeting #119,"Orlando, US",RAN WG1,8.1: Corrections to SSB-RO association for LTM
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,LP-WUS operation in IDLE/INACTIVE mode
3GPP TSG RAN-WG1 Meeting #119,"Orlando, USA",RAN WG1,Ambient IoT Finalization
RAN WG1 #116,"Athens, Greece",RAN WG1,Duplex Evolution - CLI Handling
RAN WG1 #119,"Orlando, US",RAN WG1,TCI state determination for PDSCH
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,AIoT Channel/Signal Design
3GPP TSG-RAN WG1 Meeting #118bis,"Hefei, China",RAN WG1,LP-WUS Procedures for IDLE/INACTIVE Modes
RAN WG1 #118,"Maastricht, NL",RAN WG1,On-demand SI delivery mechanisms
3GPP TSG-RAN WG1 Meeting #116bis,"Changsha, China",RAN WG1,Physical layer protocol specifications
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,FR2-NTN System Parameters
3GPP TSG RAN WG1 Meeting #116-bis,"Changsha, China",RAN WG1,NR-NTN Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Release 18 Maintenance & Release 19 Work Items
RAN1#119,RAN1 meeting room locations,RAN WG1,RAN1#119 Session Schedule
RAN WG1 #118,"Maastricht, NL",RAN WG1,NR NTN Phase 3 Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Data block sizes for AIoT
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer specifications for NR and LTE
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,On-demand SSB SCell operation enhancements
RAN WG1 #118,"Maastricht, NL",RAN WG1,Channel model enhancements for 7-24 GHz
RAN WG1 #119,"Orlando, US",RAN WG1,NR Duplex Evolution - SBFD Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical Layer Specifications
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,ML based Beam Management
RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-18 NR Features Discussion
3GPP TSG-RAN WG1 Meeting #119,"Orlando, Florida, U.S.A.",TSG-RAN WG1,Physical layer specifications
RAN WG1 #118,"Maastricht, NL",RAN WG1,Physical layer aspects for NR-based Ambient IoT
RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical Layer Specifications Development
RAN WG1 #117,"Fukuoka, Japan, May 20th – May 24th, 2024",RAN WG1,9.4.2.2 - Ambient IoT Physical Layer Aspects
RAN WG1 #118,"Maastricht, NL",RAN WG1,Maintenance on Rel-18 work items - IoT NTN/NR NTN Enhancement
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,NR MIMO Evolution for DL/UL-Core
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, NL",RAN WG1,NR Physical Layer Maintenance
RAN1#119,"Orlando, US",RAN WG1,NR Duplex Evolution
RAN WG1 #119,"Orlando, US",RAN WG1,XR during RRM measurements
3GPP TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Study on solutions for Ambient IoT in NR
TSG RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,NR NTN Phase 3 Core Specifications
RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,Rel-16 NR physical layer enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,9.11.2: Support of RedCap/eRedCap in NTN
3GPP TSG RAN WG1 #116-bis,"Changsha, China",RAN WG1,NR Physical Layer Enhancements
TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,Physical layer enhancements
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,IoT-NTN enhancements
RAN WG1,,RAN WG1,Physical Layer Procedures
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, NL",RAN WG1,NR positioning enhancements
3GPP TSG RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,ISAC Channel Modeling
RAN WG1 #118bis,"Hefei, China",RAN WG1,NR MIMO Evolution for DL and UL
TSG RAN WG1 #119,"Orlando, US",RAN WG1,Beam Management UE-sided Model Discussion
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,Corrections to NR Positioning in TR 38.859
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,Rel-18 Multicarrier Enhancements Maintenance
RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,NR positioning enhancements
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-19 SBFD enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,3Tx UL Codebook Design
RAN WG1 #116,"Athens, Greece",RAN WG1,NR feMIMO-Core Specifications
RAN WG1 #116,"Athens, Greece",RAN WG1,"February 26th – March 1st, 2024 plenary discussions"
RAN WG1 #118bis,"Hefei, China",RAN WG1,Agenda Item 9.10.1: Scheduling enhancements for XR
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,CSI Feedback Enhancement for NR
RAN WG1 #116-bis,"Changsha, Hunan, China",RAN WG1,NR Sidelink Enhancements
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR MIMO Evolution Rel-19
TSG RAN WG1 #118b,"Hefei, China",RAN WG1,NR Sidelink Enhancements Discussion
3GPP TSG RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,AI 8.2: Co-channel coexistence for LTE sidelink and NR sidelink
RAN WG1 #116,"Athens, Greece",RAN WG1,Timing relaxation corrections for eRedCap
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Physical Layer Enhancements
3GPP TSG RAN WG1 #118,"Maastricht, NL",RAN WG1,Evolution of NR duplex operation
RAN WG1 #118bis,"Hefei, China",RAN WG1,AI/ML for NR Air Interface and Positioning Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Maintenance on low power and high accuracy positioning
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Radio Access Network Specifications
RAN WG1 #116,"Athens, Greece",RAN WG1,AIoT Physical Layer Design
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Channel Model Validation for 7-24 GHz
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,AI 8.1: SL-U channel access and RA
RAN WG1 #118,"Maastricht, NL",RAN WG1,Physical layer protocol development
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer protocol specification
3GPP TSG RAN WG1 Meeting #118,"Maastricht, NL",RAN WG1,NR Physical Layer Enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML for CSI prediction
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,MBS Physical Layer Enhancements
RAN WG1 #118,"Maastricht, NL",RAN WG1,NR NTN enhancements for RedCap devices
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,MIMO Evolution Maintenance
3GPP TSG-RAN1 Meeting #116,Greece,TSG-RAN WG1,NR-NTN Enhancements
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Study on solutions for Ambient IoT in NR
RAN WG1 #116,"Athens, Greece",RAN WG1,NR Sidelink evolution
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Clarifications on Type 2 CG-PUSCH operation
RAN WG1 #119,"Orlando, US",RAN WG1,Enhancements for asymmetric DL sTRP/UL mTRP scenarios
RAN WG1 #117,"Fukuoka City, Japan",RAN WG1,LP-WUS Standardization
RAN WG1 #118b,"Hefei, China",RAN WG1,ISAC Channel Modeling
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",TSG-RAN WG1,NR MIMO evolution for DL/UL
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Ambient IoT Physical Layer Design
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN1,Physical layer specifications
RAN WG1 #116,"Athens, Greece",RAN WG1,Duplex Evolution
RAN WG1 #119,"Orlando, US",RAN WG1,Physical layer protocol development
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,LP-WUS Operation in IDLE/INACTIVE Mode
RAN WG1 #118,"Maastricht, NL",RAN WG1,NR & LTE Physical Layer Agenda
RAN WG1 #118,"Maastricht, NL",RAN WG1,Rel-19 NES enhancements
RAN WG1 #118bis,"Hefei, Anhui, China",RAN WG1,9.9.1: Measurement enhancements for LTM
RAN WG1 #116-bis,"Changsha, China",RAN WG1,ISAC Deployment Scenarios
RAN WG1 #116,"Athens, Greece",RAN WG1,Enhancements for asymmetric DL sTRP/UL mTRP scenarios
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,NR MBS enhancements (NR_MBS_enh-Core)
RAN WG1 #118-bis,"Hefei, China",RAN WG1,AIoT Evaluation and Standardization
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, NL",TSG-RAN WG1,NR MIMO Evolution
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,Rel-19 NR NTN Phase 3 Work Plan
RAN WG1 #118,"Maastricht, The Netherlands",RAN WG1,NR MIMO evolution for DL/UL
RAN WG1 #116,"Athens, Greece",RAN WG1,Physical layer protocol development
TSG-RAN WG4 Meeting #110,"Athens, GR",RAN WG4,Rel-18 UE feature list finalization
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Physical layer design for NR-based A-IoT
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,9.4.1.2 Ambient IoT Device Architecture
RAN WG1 #118bis,"Hefei, China",RAN WG1,Ambient IoT Device Architectures
RAN WG1 #118,"Maastricht, NL",RAN WG1,Agenda Item 9.2.3: 3-antenna-port codebook-based transmissions
RAN WG1 #118bis,"Hefei, China",RAN WG1,Sidelink Resource Allocation Configuration
3GPP TSG-RAN WG1 Meeting #116bis,"Changsha, China",TSG-RAN WG1,NR eRedCap Maintenance
3GPP TSG RAN WG1 #118,"Hefei, China",RAN WG1,Evolution of NR duplex operation
RAN WG1 #118-bis,"Hefei, China",RAN WG1,A-IoT waveform design and standardization
RAN WG1 #119,"Orlando, USA",RAN WG1,NR NTN DL Coverage Enhancements
TSG RAN WG2 #127,"Maastricht, Netherlands",RAN WG2,Radio interface protocol aspects
RAN WG1 #119,"Orlando, US",RAN WG1,SBFD Operation and CLI Measurement Scenarios
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 AI/ML for NR Air Interface
3GPP TSG RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,Maintenance on Multi-Carrier Enhancements for NR
3GPP TSG RAN WG1 Meeting #119,"Orlando, USA",RAN WG1,Power Control for 2-step RACH
3GPP TSG RAN WG1 Meeting #117,"Fukoka, Japan",RAN WG1,ISAC Channel Modelling
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Channel modelling enhancements for 7-24 GHz
RAN WG1 #118bis,"Hefei, China",RAN WG1,NTN NR Common TA in Regenerative Payload
3GPP TSG-RAN WG1 Meeting # [Netherlands],Netherlands,RAN WG1,MBS PDSCH Configuration Enhancements
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Network Energy Savings for NR
3GPP TSG RAN WG1 #117,"Fukuoka City, Japan",RAN WG1,Physical layer protocols
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Physical layer specifications for NR and LTE
3GPP TSG RAN WG1 #116bis,"Changsha, China",RAN WG1,LP-WUS Design
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Physical layer aspects of 5G NR evolution
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,IoT-NTN UL Capacity Enhancement
RAN WG1 #118bis,"Hefei, China",RAN WG1,On-demand SIB1 for idle/inactive UEs
RAN WG1 #118bis,"Hefei, China",RAN1,3GPP NR Physical Layer Enhancements
RAN WG1 #118bis,,RAN WG1,Physical Layer Specifications
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 SL Enhancements
3GPP TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,DL Coverage Enhancement for NR-NTN
RAN1#119,,RAN WG1,5G-Advanced/6G Standardization Discussions
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Maintenance on Expanded and Improved NR Positioning
RAN WG1 #118bis,"Hefei, China",RAN WG1,Timeline determination for activated TCI states
3GPP TSG RAN WG1 #118bis,"Hefei, China",RAN WG1,NR-NTN Downlink Coverage Enhancement
RAN WG1 #116b,"Changsha, China",RAN WG1,Agenda Item 9.4.1.1: Ambient IoT Evaluation
RAN WG1 #116bis,"Changsha, China",RAN WG1,FR2-NTN PRACH Configuration
RAN WG1 #118,"Maastricht, NL",RAN WG1,Physical layer specifications for ISAC
TSG RAN WG1#118bis,"Hefei, Anhui, China",RAN WG1,Agenda Item 5: Beam Management UE-sided Model Functionality Reporting
RAN WG1 #116bis,"Changsha, China",RAN WG1,Ambient IoT Evaluation
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,MIMO Evolution and CSI Enhancements
RAN WG1 #118,"Maastricht, NL",RAN WG1,Enhanced network energy savings for NR
RAN WG1 #116b,"Changsha, China",RAN WG1,ISAC Channel Modelling
RAN WG1 #119,"Orlando, USA",RAN WG1,Enhancements for XR during RRM measurements
RAN WG1 #118,"Maastricht, NL",RAN WG1,Mapping of beta_offset indicator values
RAN WG1 #116bis,"Changsha, China",RAN WG1,Channel modeling enhancements for ISAC
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Positioning Enhancements
RAN WG1#116bis,"Changsha, China",RAN WG1,Maintenance on NR DL/UL Carrier Phase Positioning
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,NR channel modelling enhancements
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer protocol development
3GPP TSG RAN WG1 #118,"Maastricht, NL",RAN WG1,Physical layer standardization for NR
RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-19 NR Network Energy Savings Enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Ambient IoT physical layer design
RAN WG1 #118,"Maastricht, NL",RAN WG1,NR MIMO Evolution Discussion
RAN WG1 #116bis,"Changsha, China",RAN WG1,Physical layer procedures for NR
RAN WG1 #118bis,"Hefei, China",RAN WG1,NB-IoT NTN Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical layer specifications for NR enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,AI/ML for CSI Compression
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,SBFD Random Access Operation
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,A-IoT Channel/Signal Aspects
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Sidelink Enhancements for Release 18
RAN WG1 #119,"Orlando, US",RAN WG1,9.4.1.1 Ambient IoT Evaluation
RAN WG1 #118bis,"Hefei, China",RAN1,Physical layer protocol discussion
RAN WG1 #119,"Orlando, US",RAN WG1,ML-based CSI Compression
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Expanded and Improved Positioning
3GPP TSG-RAN WG1 Meeting #119,"Orlando, USA",RAN WG1,CBR configuration alignment for SL-PRS
3GPP TSG RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,Rel-17 NR RedCap standardization
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,RAN1 specification impact for RACH-less handover
RAN WG1 #118bis,"Hefei, China",RAN WG1,On-demand SSB SCell Operation
RAN WG1 #119,"Orlando, US",RAN WG1,Agenda Item 9.4.2.4: Ambient IoT waveform characteristics
RAN WG1 #116,"Athens, Greece",RAN WG1,AI/ML for CSI Compression
RAN WG1 #116,"Athens, Greece",RAN WG1,9.4.2.3: Downlink and uplink channel/signal design for Ambient IoT
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,CSI Enhancements for Rel-19
RAN WG1 #118bis,"Hefei, China",RAN WG1,Enabling XR data transmissions during RRM measurements
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Rel-19 Enhanced Network Energy Savings
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR NTN Enhancements
RAN WG1 #119,"Orlando, USA",RAN WG1,Adaptation of common channel transmissions
RAN WG1 #118bis,"Hefei, China",RAN WG1,9.5.3 - Network Energy Savings Enhancements
3GPP TSG RAN WG1 #116bis,"Changsha, China",RAN WG1,MIMO and NR Positioning UE Features
RAN WG1 #118-bis,"Hefei, China",RAN WG1,NR NTN Enhancements
RAN WG1 #116bis,"Changsha, China",RAN WG1,Ambient IoT Physical Layer Design
3GPP TSG RAN WG1#117,"Fukuoka, Japan",RAN WG1,NR Physical Layer Enhancements
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Ambient IoT Evaluation Methodology
3GPP TSG RAN WG1#118-bis,"Hefei, China",RAN WG1,Physical Layer Specifications
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 Channel Model Enhancements
3GPP TSG-RAN4 WG4 Meeting #111,"Fukuoka City, Fukuoka, Japan",RAN WG4,NR multi-carrier enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Data Block Sizes for Ambient IoT
RAN WG1 #119,"Orlando, USA",RAN WG1,Physical layer specifications
3GPP TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Rel-18 MIMO DMRS Enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,Ambient IoT Channel/Signal Aspects
3GPP TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,AI/ML for Positioning Enhancements
3GPP TSG RAN WG1 Meeting #116-bis,"Changsha, Hunan Province, China",RAN WG1,Uplink enhancement for 3Tx UE in Rel-19
RAN WG1 #118bis,"Hefei, China",RAN WG1,AI/ML for CSI compression
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR NTN enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,Channel model validation for 7–24 GHz
RAN WG1 #118bis,"Hefei, China",RAN WG1,TB size for Ambient IoT
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-19 Multi-carrier enhancements
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,SRS Power Allocation Mechanisms
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Channel modeling for sensing
RAN WG1 #118bis,"Hefei, China",TSG-RAN WG1,Physical layer protocol specification updates
RAN WG1 #116bis,"Changsha, China",RAN WG1,NR over NTN in FR2-NTN frequency bands
RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical layer discussions
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, NL",RAN WG1,ISAC Channel Modeling
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,SL-U RSSI measurement configuration
TSG-RAN WG4 Meeting #110bis,"Changsha, China",RAN WG4,Rel-18 UE Feature List Finalization
RAN WG1 #118bis,"Hefei, China",RAN WG1,Carrier-wave for Ambient IoT
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Further NR Mobility Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-18 Work Item Maintenance
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-17 unified TCI framework enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-19 Study Items Discussion
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NW Energy Saving Techniques
RAN WG1 #118,"Maastricht, NL",RAN WG1,Ambient IoT Carrier-Wave Design
RAN WG1 #116,"Athens, Greece",RAN WG1,9.4.1.2 Device architectures for Ambient IoT
3GPP TSG RAN WG1 #116,"Changsha, China",RAN WG1,NR Evolution
TSG-RAN WG1 #116,"Athens, Greece",TSG-RAN WG1,NR RedCap enhancements
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML-based CSI compression techniques
RAN WG1 #119,"Orlando, US",RAN WG1,Physical layer protocol specifications
RAN WG1 #119,"Orlando, US",RAN WG1,LP-WUS enhancements for power saving
3GPP TSG RAN WG2#127,"Maastricht, Netherlands",RAN WG2,NR Sidelink Enhancements
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Rel-18 MBS Maintenance
RAN WG1 #118,"Maastricht, NL",RAN WG1,UL synchronization for IoT-NTN
3GPP TSG RAN WG1 119,"Orlando, US",RAN WG1,AI/ML for NR Air Interface
RAN WG1 #118bis,"Hefei, China",RAN WG1,NR enhancements for XR services
3GPP TSG-RAN WG2 Meeting #125,"Athens, Greece",RAN WG2,Rel-18 Protocol Specifications
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Pre-Rel-18 NR maintenance
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,UE features for dedicated spectrum less than 5MHz
TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN1,TA validation for LPHAP
RAN WG1 #118,"Maastricht, NL",TSG-RAN WG1,Type-2 HARQ-ACK codebook enhancements
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,NR mobility enhancements Phase 4
RAN WG1#116,"Changsha, China",RAN WG1,Physical layer aspects of Ambient IoT in 5G NR
3GPP TSG RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,NR Physical Layer Enhancements
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,On-demand SIB1 for Idle/Inactive Mode UEs
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,NR MIMO Evolution
RAN WG1 #119,"Orlando, US",RAN WG1,Uplink Capacity/Cell Throughput Enhancement for NR NTN
RAN WG1 #118 bis,"Hefei, China",RAN WG1,Positioning accuracy enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,Remaining issues on UE features for coverage enhancement
