doc_id,entity_name,context,frequency
R1-2402242,NR,Coexistence challenges in shared spectrum,18
R1-2404721,AI/ML,Beam prediction and performance monitoring,27
R1-2410508,eType II CSI Feedback,Baseline comparison for AI/ML model error tolerance evaluation,12
R1-2409396,NRPPa,Signaling interface for positioning parameters,5
R1-2409696,LTM,Framework for L1 measurement reporting and cell switch procedures,25
R2-2407887,TS 37.355,LPP specification being updated,2
R1-2405749,TS 38.211,Physical layer procedures specification requiring parameter alignment,4
R1-2405654,Msg3,Random access procedure retransmission timing,12
R1-2403530,RACH,Random Access Channel procedure enhancements for energy efficiency,32
R1-2408617,sl-MaxNumPerReserve,Parameter influencing bit-length calculations in resource allocation,2
R1-2406779,OCC,Analysis of inter-slot/inter-symbol OCC for phase rotation mitigation.,42
R1-2404510,OOK,Waveform design discussion,15
R1-2406989,DCI format 1_3,Carrier indication field interpretation for dormancy signaling,5
R1-2409182,QCL,Clarification of quasi-co-location assumptions,12
R1-2404166,CIR,Proposed as essential channel measurement for model input,22
R1-2410327,SL-TDOA,Proposed measurement reporting enhancements,15
R1-2400197,Unified TCI Framework,Beam management for FR1/FR2 operations,3
R1-2403623,C-RNTI,RNTI used for SDT scheduling,3
R1-2409119,D1T1 Scenario,Indoor factory deployment topology with CW node,12
R1-2403245,Energy Harvesting,Charging time assumptions and impact on device availability,6
R1-2409982,NPBCH,Demodulation performance analysis for synchronization,15
R1-2401536,SIB1,Core element for on-demand transmission mechanism,42
R1-2409814,SSB,Referenced in beam association and QCL relationships with LP-WUS/LP-SS.,22
R1-2404835,HARQ-ACK,Contention window adjustment based on feedback,12
R1-2406266,Slotted ALOHA,Multiple TR2D window configuration for random access,
R1-2408689,Set A Beams,Predicted beams requiring gNB identification,8
R1-2404913,LTE,Coexistence with NR sidelink in dynamic co-channel scenarios,8
R1-240xxxx,CSI-RS,Configuration assumptions including periodicity (5ms/20ms) and aperiodic burst designs,15
R1-2409995,Associated Identifier,Consistency mechanism for NW-side conditions across model lifecycle,8
R1-2409398,Encoder Parameters,Exchanged in Option 3a-1 for UE-side model training,8
R1-2410534,PDCCH-order PRACH,Discussion on PL offset application and FR2 enhancements,3
R1-2410183,RedCap,UE capabilities and NTN-specific operational constraints,10
R1-2405987,Manchester Encoding,Timing-based decoding approach with ±50% tolerance window,5
R1-2403234,Transformer Model,Used for temporal CSI prediction in simulations,3
R1-2404816,SBFD,Configuration and operation enhancements,42
R1-2410877,DMRS Bundling,Phase continuity requirements for joint channel estimation,35
R1-2410337,TR 38.901,Channel model reference for evaluation parameters,6
R1-2405643,TS 38.101-1,Defines UE radio transmission requirements for NR Range 1,5
R1-2405107,SSB,Dynamic periodicity adaptation for energy savings,42
R1-240XXXX,NTN,Coverage and capacity enhancements for NR and IoT-NTN,25
R1-2406154,MBS,Multicast reception configuration limitations,5
R1-2402859,OFDM,R2D channel waveform design,8
CR-Form-v12.2 CHANGE REQUEST 4,8TX UL MIMO,System configuration requiring CBGTI field updates,8
R1-2400942,Ambient IoT,Core technology being standardized,15
R1-2404732,TDD-UL-DL,Pattern configuration for SBFD symbol alignment,18
R1-2406385,Visibility Region (VR),Spatial non-stationarity modeling method,12
R1-2409618,NPSS,Synchronization signal transmission alignment analysis,8
R1-2401975,OFDM,Proposed as potential CW waveform compatible with NR receivers,12
R1-2409897,OFDM,R2D transmission waveform,8
R1-2406922,OFDMA,Multiple access method in simulation assumptions,1
R1-2403739,PRACH,PRACH configuration modifications for NTN in paired spectrum,15
R1-2400246,LP-WUS,OFDM-based OOK implementation from Rel-18 considered for AIoT DL,8
R1-2407288,DCI,Dynamic gap skipping mechanism,42
R1-2403294,Sidelink (SL),Procedural updates for PSCCH/PSSCH/S-SSB in SL-U,5
R1-2406221,T390,Timer during uplink transmission extension with invalid GNSS position,5
R1-2404294,SIB1,Proposed on-demand transmission mechanism for energy savings.,25
R1-2404848,SL PRS-RSRPP,Multi-path measurement configuration,3
R1-2400965,aggregationFactor,Parameter configuration conflicts between unicast/multicast,5
R1-2401641,DCI 1_3,Multi-cell PDSCH scheduling with same/different SCS configurations,35
R1-2400141,Antenna Port,Channel inference across aggregated carriers,3
R1-2402352,SL-PRS,Discussed in relation to PSFCH timing gap requirements,4
R1-231xxxx,Type-II codebook,Extension for 128 antenna ports support,8
R1-2405384,PDSCH,Power ratio assumptions for CSI reporting,12
R1-2400314,SRS,SRS resource configurations for UL full power transmission mode 2,7
R1-2400688,PRACH,Random access preamble transmission in SBFD slots,7
R1-2408024,PHR,Correction to Type 1 PH reporting rules,
R1-2401393,TS 38.212,Clause 7.3.1.1.3 (DCI format 0_2),5
R1-2405691,38.214 clause 5.1,SI acquisition procedures,2
R1-2401905,SRS,Clauses 6.4.1.4.1-4: Frequency hopping configuration and parameter alignment,15
R1-2403079,PRACH,Configuration table modifications for NTN operation,15
R1-2408733,RFID,Energy harvesting from modulated interrogator signals,3
R1-2404243,RAN2 LS (R1-2403828),RAN2's inquiry on Type 3 PH applicability for mTRP/STxMP scenarios.,2
R1-2408457,L1-RSRP,Beam quality measurement and reporting,12
R1-2408966,NB-IoT,Used as a reference for comparing Transport Block Sizes (TBS).,2
R1-2407313,OFDM,Discussed as baseline comparison for PAPR characteristics,3
R1-2404101,DCI 1_3,Unified TCI state indication for multi-cell beam management,8
R1-2407879,TA mismatch,Discussed as a key challenge in HD-FDD NTN operations,15
R1-2409717,TR 38.901,Baseline for ISAC channel modeling,4
R1-2408082,TS 38.331,RRC parameter configuration,2
R1-2402334,SCell,Activation procedures and measurement configurations,28
R1-2409448,MAC-CE,Signaling mechanism for SSB configuration,15
R1-2404266,SSB-TimeOffset,Reference point determination for satellite SSB timing alignment,8
R1-2400484,RedCap,UE capability requirements,5
R1-2401221,FR2,Primary target frequency range for PRACH enhancements.,5
R1-2407653,CSI-RS,Measurement resource configuration enhancements,28
R1-2404390,SSB,Link budget analysis showing insufficient performance for Set1-3 scenarios,
R1-2408577,CSI-RS,Measurement optimization and beam management,25
R1-2403654,PRACH,Transmission rules with preamble repetitions,15
R1-2409293,PDCCH,Time interval requirements between PDCCH and SRS,3
R1-2400099,PRACH,Time-domain configuration adjustments,8
R1-2404880,Case 2 Compression,SFT-domain compression showing 10.78% average SGCS gain,14
R1-2403868,CSI Compression,Referenced in MI-Option 4 as a use case for standardized reference models.,8
R1-2407857,TDD,Carrier configuration for SBFD subbands,18
R1-2403880,Bipolar Transistor,Alternative reflection amplifier with better stability,5
R1-2405452,BWP switching,Impact on HARQ-ACK generation when active DL BWP changes occur post-PDCCH monitoring,15
R1-2408243,NPUSCH,Repetition pattern compatibility with OCC,18
R1-2401118,CLI,Primary interference challenge addressed in proposals,25
R1-2409251,CSI-ReportConfig,Clarification of resource counting in sub-configurations,8
R1-24xxxxx,CRI/SSBRI,Beam information in UE-sided inference reports,4
R1-2406181,SBFD,Main topic of the document discussing configuration and operation aspects,47
R1-2403088,MAC-CE,Discussed as potential container for beam reports,5
R1-2408148,RFID,Comparison of inventory management mechanisms,7
R1-2407618,Model Transfer Case z4,Open-format transfer of NW-trained models with known structures.,8
R1-2402656,TA (Timing Advance),TA mismatch between UE and gNB due to satellite mobility,8
RAN1#118bis_Schedule,MIMO,Scheduled for 150 minutes across multiple sessions,8
R1-2410017,LTM,Primary mobility mechanism being enhanced,35
R1-2404369,TS 38.213,Target specification for CR modifications,5
R1-2404768,AI/ML-based CSI Compression,Main topic of the document,45
R1-2409581,CSI-RS,Configured as measurement resources for Set A/Set B beams in AI/ML training and inference.,15
R1-2410051,CSI Compression,Main topic of the document,
R1-2404582,Differential L1-RSRP,Proposed for overhead reduction in temporal beam prediction reporting,6
R1-2403273,SSB,Energy savings via dynamic SSB transmission in SCells,25
R1-2403962,TR38.901,Baseline channel model for validation,15
R1-2406341,DCI format 1_3,Scheduling PDSCH receptions across multiple cells,
R1-2202594,OCC,Primary capacity enhancement technique,47
R1-2402998,MU-MIMO,MIMO scheme evaluated in system-level simulations.,5
R1-2400406,Multi-DCI,TAG parameter alignment between TS38.214 and TS38.331,6
R1-2408122,SIB1,On-demand transmission mechanisms for idle/inactive UEs,15
R1-2405351,Reference Signal Carrier Phase,Measurement reporting inconsistencies,9
R1-2408691,Carrier Aggregation,Supported via bitmap-based wake-up in RRC CONNECTED mode,8
R1-2404144,SUL,Invalidity of SRS transmission without PUSCH,3
R1-2402324,MAC CE,PL offset updates,4
R1-2409447,TR38.843,Study on AI/ML for NR air interface,3
R1-2410391,Slotted-ALOHA,Discussed as primary random access mechanism for contention-based A-IoT communication,15
R1-2404156,TS 38.214,Modified specification for sidelink congestion control parameters,3
R1-2400059,5G NR,Contrasted for synchronous system requirements,3
R1-2408452,MDT Framework,Proposed for training data collection in NW-side models,2
R1-2401602,PDCCH,Monitoring for DCI formats affecting HARQ-ACK reporting,3
R1-2401662,PRACH,Proposed as baseline signal for UL WUS design,38
R1-2410632,FR3,Frequency Range 3 (7-24 GHz) channel characteristics,15
R1-2407933,SSB,Proposed extension to 640ms periodicity for LEO beam management,42
R1-2401914,CPE,Length-zero cyclic prefix extension implementation,
R1-2408253,LP-WUS,Waveform design and resource allocation,15
R1-2409646,LP-WUS,Power saving enhancements for connected mode UEs,42
R1-2410843,PRS,Prioritization of SL-PRS in sidelink transmissions,5
R1-2408459,3Tx UE,Core subject of the proposals for UL transmission enhancements,15
R1-2407898,SRS,Port grouping for 6/8Rx receivers,12
R1-2401355,ISAC,Core technology for joint communication/sensing functionality,18
R1-2408909,SSB,On-demand transmission mechanism for energy savings,28
R1-2405253,LP-WUS,Monitoring procedures and configuration parameters,28
R1-2403939,SSB,Collision handling with synchronization signal blocks,8
R1-2400367,TS 38.215,Proposed modification for SL RSSI definition,8
R1-2400368,Power ramping counter,Suspension criteria for multiple PRACH transmissions,8
R1-2401198,CIR,Proposed as key measurement for AI/ML model inputs,15
R1-2400909,NMSE,Key intermediate KPI for reconstruction performance evaluation,8
R1-2400180,SSB,"Used for SCell synchronization, L1/L3 measurements, and activation.",25
R1-2400081,Unified TCI,Multi-TRP beam management framework,15
R1-2410413,OCC,Uplink capacity enhancement through code multiplexing,
R1-2409853,Associated ID,Consistency mechanism for NW-side conditions,15
R1-2406418,TR 38.843,Rel-18 study reference for AI/ML CSI compression,3
R1-2404823,EarlyUlSyncConfig,Higher layer parameter for cell indication,3
R1-2404729,PRACH,Target channel for mobility enhancement corrections,4
R1-2408091,Measurement Gap,Collision handling between concurrent measurement gaps,12
R1-2404196,DFT-s-OFDM,Baseline waveform for uplink transmission,8
R1-2410860,DMRS Bundling,Phase continuity requirements for PUSCH/PUCCH repetitions,42
R1-2406243,CDM,RACH preamble detection simulations,15
R1-2400129,RRM Measurements,Analysis of scheduling restrictions caused by intra/inter-frequency measurements.,
R1-2405854,Golay Sequences,Timing acquisition signal design for D2R preamble,3
R1-2401469,L1-RSRP,Primary measurement metric for event triggers,12
R1-2407298,38.213,Specification creating timer reset ambiguity,6
R1-2405927,OCC,Technical evaluation of OCC schemes for PUSCH multiplexing,42
R1-2405331,OFDM Symbols,Guard period requirements between SRS resources,4
R1-2405161,SSB,Proposed as non-cell-defining SSB for energy-efficient SCell synchronization and measurements,28
R1-2404498,SBFD,PRACH resource allocation in SBFD symbols,42
R1-2403078,ISAC,Channel modeling framework discussion,42
R1-2405014,MCS Table,Configuration for multicast service reliability,12
R1-2406023,PRACH,Clustered resource allocation and dynamic activation,10
R1-2406370,TDL Channel Models,Applied in link-level simulations to assess performance under LOS/NLOS conditions.,8
R1-2402917,NPUSCH,Time-domain OCC evaluation for single/multi-tone transmissions,15
R1-2403574,SL DRX,Power saving feature interaction with LTE sensing,32
R1-2408009,SRS,Power allocation rules for non-codebook based transmissions,15
R1-2406269,Beam Management,Core use case for AI/ML enhancements,142
R1-2407551,DCI,Multi-PXSCH scheduling and K0/K2 offsets,10
R1-2404813,Event-2,Trigger event when new beam's L1-RSRP exceeds current beam by threshold,15
R1-2401313,PRACH,Power ramping counter suspension and mask application,15
R1-2410836,8Tx,Antenna port configuration requirement,3
R1-2410069,SL PRS,Dedicated resource pool configuration,
R1-2402375,OCC,Proposed as a method to enhance UL capacity via Walsh codes.,25
R1-2408035,OCC,Core technique for user multiplexing in UL capacity enhancement,42
R1-2406340,DCI 1_3,Mechanism for triggering HARQ-ACK retransmission while scheduling PDSCH,8
R1-2401144,PRACH,Proposed as uplink wake-up signal for SIB1 requests,5
R1-2409930,DCI,Proposed for gap skipping indication in formats 0_1/1_1 and 0_2/1_2,15
R1-2404165,Beam Management,Core enhancement area for AI/ML-based optimization,42
R1-2402170,CLI,Core interference mechanism addressed throughout the document,45
