doc_id,wg_name,role_in_group
R1-2408697,RAN WG1,Technical Contribution
R1-2407419,RAN WG1,Change Request
R1-2402122,RAN WG1,Discussion Document
R1-2409344,RAN WG2,LS Initiator
R1-2400716,RAN WG1,Contribution
R1-2410400,RAN WG1,Contribution
R1-2402833,RAN WG1,Contribution
R1-2404828,RAN WG1,Contribution
R1-2409665,RAN WG1,Change Proposal
R1-2406498,RAN WG1,Technical contribution
R1-2403613,RAN WG1,Discussion Summary
R1-2406987,RAN WG1,Specification Maintenance
R1-2402798,RAN WG1,Technical discussion on physical layer procedures
R1-2402796,RAN WG1,Technical Contribution
R1-2402073,RAN WG1,Technical Contribution
R1-2410537,RAN WG1,Discussion Document
R1-2408928,RAN WG1,Technical Contribution
R1-2408903,RAN WG1,Contribution
R1-2401146,TSG-RAN WG1,Technical contribution
R1-2402199,RAN WG1,Technical contribution
R1-2407653,RAN WG1,Technical Contribution
R1-2409084,RAN WG1,Discussion summary
R1-2406586,RAN WG1,Technical Contribution
R1-2410900,RAN WG1,Discussion and Decision
R1-2408601,RAN WG1,Contribution
R1-2400524,RAN WG1,Technical Contribution
R1-2402225,RAN WG1,Technical Contribution
R1-2400976,RAN WG1,Contribution
CR-Form-v12.3,RAN1,Change Proposal
R3-241183,RAN WG3,Liaison Statement
R1-2408961,TSG-RAN WG1,Specification Maintenance
R1-2407256,RAN WG1,Discussion Document
R1-2406899,RAN WG1,Discussion Document
R1-2404207,RAN WG1,Discussion contribution on physical layer aspects
R1-2405050,RAN WG1,Technical Contribution
R1-2410370,RAN WG1,Contribution
R1-2403423,RAN WG1,Feature Lead Summary
R1-2403039,RAN WG1,Contribution
R1-2406398,RAN WG1,Discussion/Decision
R1-2400601,RAN WG1,Contribution
R1-24xxxxx,RAN WG1,Discussion lead
R1-2406334,RAN WG1,Change Request Proposal
R1-2406721,RAN WG1,Contribution
R1-2410631,RAN WG1,Information document
R1-2405084,RAN WG1,Contribution
R1-2404341,RAN WG1,Physical Layer Specification Maintenance
R1-2401658,RAN WG1,Change Proposal
R1-2405640,RAN WG1,Discussion lead on SSB mapping
R1-2401382,RAN WG1,Specification Development
R1-2403850,RAN WG1,Discussion Document
R1-2400654,RAN WG1,WI Contributor
R1-2404767,RAN WG1,Contribution
R1-2402117,RAN WG1,Contribution on ISAC scenarios
R1-2401725,RAN WG1,Discussion Document
R1-2408764,RAN WG1,Contribution
R1-2406109,RAN WG1,Technical Contribution
R1-2408342,RAN WG1,Contribution on physical layer procedures
R1-2402787,RAN WG1,Technical Contribution
R1-2408316,RAN WG1,Contribution
R1-2403014,RAN WG1,Technical Contribution
R1-240XXXX,RAN WG1,Discussion coordination
R1-2401330,RAN WG1,Contribution Document
R1-2405101,RAN WG1,Specification Maintenance
R1-2410539,RAN WG1,Contribution
R1-2408734,RAN WG1,Discussion document
R1-2405458,RAN WG1,Discussion material
R1-2408085,RAN WG1,Contribution
R1-2409917,RAN WG1,Source
R1-2408025,RAN WG1,Specification change proposal
R1-2409035,RAN WG1,Moderator
R1-2410106,RAN WG1,Discussion Document
R1-2403203,RAN WG1,Technical Contribution
R1-2407566,RAN WG1,Specification Maintenance
R1-2402322,RAN WG1,Discussion Contributor
R1-2407303,RAN WG1,Discussion lead for AI/ML framework aspects
R1-2408234,RAN WG1,Contribution
R1-2400280,RAN WG1,Contribution
R1-2410122,RAN WG1,Specification Maintenance
R1-2403765,RAN WG1,Discussion summary
R1-2406177,RAN WG1,Technical Contribution
R1-2401860,TSG-RAN WG1,Specification Revision
R1-2410782,RAN WG1,Discussion summary
R1-2410894,RAN WG1,Reply Liaison Statement
R1-2408423,RAN WG1,Contribution
R4-2417117,RAN4,Technical Contribution
R1-2409360,RAN WG1,Contribution
R1-2406050,RAN WG1,Technical Contribution
R1-2406441,RAN WG1,Discussion Document
R1-2405880,RAN WG1,Discussion Document
R1-2400087,RAN WG1,Evaluation Methodology Development
R1-2406303,RAN WG1,Contribution to NR physical layer specifications
R1-2408516,RAN WG1,V2X Specification
R1-2404981,RAN WG1,Specification of physical layer measurements
R1-2410470,RAN WG1,Technical Contribution
R1-2401300,RAN WG1,Physical Layer Specifications
R1-2406346,TSG-RAN WG1,Specification Maintenance
R1-2409842,RAN WG1,Contribution
R1-2404536,RAN WG1,Technical Contribution
R1-2400777,RAN WG1,Contribution
R1-2404570,RAN WG1,Technical Contribution
R1-2402575,RAN WG1,Technical Contribution
R1-2404354,RAN WG1,Discussion lead for physical layer aspects
R1-2407655,RAN WG1,Contribution
R1-2405734,RAN WG1,Change Request
R1-2410851,RAN WG1,Discussion Lead
R1-2409678,RAN WG1,Discussion on 9.3.2 agenda item
R4-2413513,RAN WG4,Source
R1-2408339,RAN WG1,Contribution
R1-2407146,RAN WG1,Contribution for Discussion/Decision
R1-2408020,RAN WG1,Change Request
R1-24xxxxx,RAN WG1,Discussion Record
R1-2401786,RAN WG1,Technical Specification
R1-2407820,RAN WG1,Contribution
R1-2408300,RAN WG1,Technical Contribution
R1-2409506,RAN WG1,Technical Contribution
R1-2409299,RAN WG1,Discussion Summary
R1-2404157,RAN WG1,Change Proposal
R1-2410483,RAN WG1,Discussion/Decision Document
R1-2403220,RAN WG1,Discussion Contributor
R1-2400970,RAN WG1,Technical Contribution
R1-2404047,RAN WG1,Technical Contribution
R1-2404032,RAN WG1,Contribution
R1-2404278,RAN WG1,Contribution
R1-2406742,RAN WG1,Discussion Document
R1-24101212,RAN WG1,Contribution
R1-2400405,RAN WG1,Specification Amendment
R1-2403155,RAN WG1,Technical Specification Contribution
R1-2407052,RAN WG1,Contribution
R1-2401678,RAN WG1,Discussion Document
R1-2407199,RAN WG1,Session Notes
R1-2408787,RAN WG1,Discussion Lead
R1-2402814,RAN WG1,Contribution
R1-2404941,RAN WG1,Technical Contribution
R1-2403377,RAN WG1,Contribution
R1-2402244,RAN WG1,Contribution
R1-2402655,RAN WG1,Technical Contribution
R4-2420373,RAN4,Study lead for RF requirements
R1-2405275,RAN WG1,Rel-19 A-IoT Study Contribution
R1-2409538,RAN WG1,Contribution on NR Physical Layer
R1-2406769,RAN WG1,Contribution
R1-2402752,RAN WG1,Technical Contribution
R1-2406281,RAN WG1,Contribution
R1-2402704,RAN WG1,Contribution
R1-2409996,RAN WG1,Contribution
R1-2400538,RAN WG1,Contribution
R1-2404947,RAN WG1,Contribution
R1-2406667,RAN WG1,Contribution
R1-2408473,RAN WG1,Contribution
R1-2400289,RAN WG1,Specification Maintenance
R1-2400267,RAN WG1,Contribution
R1-2402906,RAN WG1,Discussion and Decision
R1-2403119,RAN WG1,Technical Proposal
R1-2404956,RAN WG1,Discussion Document
R2-2401741,RAN WG2,Discussion Document
R1-2409434,RAN WG1,Technical contribution
R1-2401246,RAN WG1,Contribution on PHY Layer Enhancements
R1-2405709,RAN WG1,Specification Amendment
R1-2408007,RAN WG1,Specification Maintenance
R1-2404819,RAN WG1,Discussion Document
R1-2405218,RAN WG1,Technical Contribution
R1-2409262,RAN WG1,Technical Specification Development
R1-2404741,RAN WG1,IoT NTN specification maintenance
R1-2400457,RAN WG1,Contribution
R1-2405895,RAN WG1,Contribution
R1-2403353,RAN WG1,Discussion
R1-2408213,RAN WG1,Discussion Lead
R1-2410865,RAN WG1,Change Request Proposal
R1-2406025,RAN WG1,Contribution
R1-2410638,RAN WG1,Evaluation Methodology Coordination
R1-2407670,TSG-RAN WG1,Contribution
R1-2409587,RAN WG1,Discussion/Decision Document
R1-2408647,RAN WG1,Technical contribution
R1-2409563,RAN WG1,Technical contribution on physical layer procedures
R1-2410607,RAN WG1,Change Proposal
R1-2404068,RAN WG1,CR Submission
R1-2409124,RAN WG1,Study on solutions for ambient IoT
R1-2407352,RAN WG1,Discussion lead
R1-24xxxxx,RAN WG1,Session Notes
R1-2407036,RAN WG1,Technical Proposal
CR-Form-v12.2 CHANGE REQUEST 2,RAN WG1,Specification Maintenance
R1-2402151,RAN WG1,Discussion Document
R1-2403426,RAN WG1,Discussion Document
R1-2400650,RAN WG1,Maintenance discussion lead
R1-2407522,RAN WG1,Discussion document
R1-2403375,RAN WG1,Contribution
R1-2400393,RAN WG1,Technical Contribution
R1-2400791,RAN WG1,Contribution
R1-2407085,RAN WG1,Technical Contribution
R1-2402164,RAN WG1,Contribution
R1-2407095,RAN WG1,Contribution
R1-2404652,RAN WG1,Contributor
R1-2406118,RAN WG1,Change Request
R1-2402524,RAN WG1,Discussion
R1-2404994,RAN WG1,Contribution
R1-2400704,RAN WG1,Contribution on MIMO enhancements
R1-2406485,RAN WG1,Contribution
R1-2409447,RAN WG1,Technical Contribution
R1-2400913,RAN WG1,Specification maintenance for Agenda Item 8.1
R1-2410511,RAN WG1,Contribution
R1-2407018,RAN WG1,Technical Contribution
R1-2402620,RAN WG1,Contribution
R1-2408394,RAN WG1,Contributor
R1-2401175,RAN WG1,Technical Proposal
R1-2409546,RAN WG1,Technical contribution on physical layer design
R1-2406853,RAN WG1,Physical layer procedures specification
R1-2406107,RAN WG1,Contribution for discussion
R1-2406453,RAN WG1,Contributor
R1-2407481,RAN WG1,Discussion Document
R1-2404497,RAN WG1,Technical contribution
R1-2408125,RAN WG1,Contribution
R1-2405113,RAN WG1,Discussion Contributor
R1-2405471,RAN WG1,Discussion Summary
R1-2406550,RAN WG1,Technical Contribution
R1-2400523,RAN WG1,Contribution
R1-2402168,RAN WG1,Discussion Document
R1-2406366,RAN WG1,Contribution
R1-2407970,RAN WG1,Discussion Document
R1-2401300,RAN4,RF/RRM Requirements
R1-2405968,RAN WG1,Discussion Document
R1-2405603,RAN WG1,Discussion Document
R1-2408519,RAN WG1,Change Proposal
R1-2404864,RAN WG1,Contribution on Physical Layer Enhancements
R1-2403483,RAN WG1,Discussion document for agenda item 9.1.3.1
R1-2402717,RAN WG1,CR Submission
CR-Form-v12.2,RAN WG1,Change Proposal
R1-2400946,RAN WG1,Technical Contribution
R1-2404512,RAN WG1,Contribution
R1-2410591,RAN WG1,Contribution
R1-2401559,RAN WG1,Discussion Lead
R1-2405203,RAN WG1,Specification Maintenance
R1-2407289,RAN WG1,Discussion coordination
R1-2405460,RAN WG1,Discussion document
R1-2409786,RAN WG1,Technical Contribution
R1-2408201,RAN WG1,Contribution
R1-2406858,RAN WG1,Technical Contribution
R1-2409226,RAN WG1,Session Notes
R1-2405996,RAN WG1,Technical contribution
R1-2404794,RAN WG1,Technical Contribution
R1-2408724,RAN WG1,Contribution on Channel Modeling
R1-2402529,RAN WG1,Technical Contribution on MIMO Enhancements
R1-2400700,RAN WG1,Contribution
R1-2405422,RAN WG1,Discussion Document
R1-2410613,RAN WG1,Discussion Document
R1-2404217,RAN WG1,Technical Contribution
R1-2401030,RAN WG1,Contribution
R1-2403899,RAN WG1,Contribution for Agenda Item 5
R1-2406279,RAN WG1,Contribution
R1-2406918,RAN WG1,Contribution
R1-2406646,RAN WG1,Contribution on UL MIMO enhancements
R1-2402758,RAN WG1,Contribution on physical layer enhancements
R1-2400296,TSG-RAN WG1,Specification Maintenance
R1-2406018,RAN WG1,Discussion lead on AI/ML framework
R1-2407875,RAN WG1,Contribution
R1-9411,RAN WG1,Technical Specification
R1-2400975,RAN WG1,Contribution
R1-2401193,RAN WG1,Contribution
R1-2404313,RAN WG1,Contribution
R1-2403116,RAN WG1,Contribution
R1-2402025,RAN WG1,Contribution
R1-2406922,RAN WG1,Contribution to AI/ML air interface enhancement study
R1-2404972,RAN WG1,Contribution
R1-2400640,RAN WG1,Work Plan Coordination
R1-2410937,RAN WG1,Specification maintenance
R1-2406003,RAN WG1,Discussion Lead
R1-2409000,RAN WG1,Channel Modeling Validation
R1-2406556,RAN WG1,Contribution
R1-2403744,RAN WG1,Discussion document
R1-2406232,RAN WG1,Contribution
R1-2410755,RAN WG1,Meeting Document
R1-2409742,RAN WG1,Technical Contribution
R1-2410617,RAN WG1,Change Request Proposal
R1-2404524,RAN WG1,Technical Proposal
R1-2408726,RAN WG1,Technical Contribution
R1-2409709,RAN WG1,Contribution
R1-2409450,RAN WG1,Discussion Document
R1-2403898,TSG-RAN WG1,Technical Specification Development
R1-2407305,RAN WG1,Discussion summary for AI/ML framework
R1-2405158,RAN WG1,Contribution on A-IoT physical layer design
R1-2409942,RAN WG1,Technical Contribution
R1-2402930,RAN WG1,Technical Contribution
R1-2410841,RAN WG1,Session Notes
R1-2410053,RAN WG1,Discussion contributor
R1-2407719,RAN WG1,Mobility enhancements specification
R1-2408630,RAN WG1,Technical Specification
R1-2408024,RAN WG1,Specification Amendment
S2-2403859,SA WG2,Source
R1-2401050,RAN WG1,Contribution
R1-2401220,RAN WG1,Contribution for channel modeling discussion
R1-2409572,RAN1,Technical Contribution
R1-2405408,RAN WG1,Discussion summary for decision making
R1-2406052,RAN WG1,Technical Proposal
R1-2400436,RAN WG1,Technical Contribution
R1-2407983,RAN WG1,Technical Contribution
R1-2408362,RAN WG1,Technical Contribution
R1-2405644,TSG-RAN WG1,Specification maintenance
R1-2409014,RAN WG1,Discussion Framework
R1-2410757,RAN WG1,Source contributor
R1-2410611,RAN WG1,Discussion Document
R1-2400225,TSG-RAN WG1,Technical Specification
R1-2408244,RAN WG1,Contribution
R1-2405892,RAN WG1,Contribution
R1-2403616,RAN WG1,Discussion lead on LP-WUS/LP-SS design
R1-2407900,RAN WG1,Contribution to NR MIMO enhancements
R1-2407062,RAN WG1,Contribution
R1-2401667,TSG-RAN WG1,Discussion document
R1-2400745,RAN WG1,Contribution
R1-2404510,RAN WG1,Discussion contribution
R1-2403263,RAN WG1,Contribution
R1-2410287,RAN WG1,Technical contribution
R1-2400298,RAN WG1,Contribution
R1-2405284,RAN WG1,Contribution
R4-2410303,RAN WG4,Technical contribution on radio performance aspects
R1-2402328,RAN WG1,Contribution on evaluation methodologies
R1-2406074,RAN WG1,Change Proposal
R1-2406140,RAN WG1,Contribution on channel modeling
R1-2403148,RAN WG1,Technical Contribution
R1-2402134,RAN WG1,Contribution for Discussion
R1-2402218,RAN WG1,Specification maintenance
R1-2401576,TSG-RAN WG1,Contribution
R1-2409246,RAN WG1,Discussion Summary
R1-2401670,RAN WG1,Discussion Summary
R1-2406006,RAN WG1,Technical Contribution
R1-2400198,RAN WG1,Discussion Document
R1-2401521,RAN WG1,Rapporteur contribution
R1-2401392,RAN WG1,Discussion Document
R1-2407556,RAN WG1,Change Request
R1-2407840,RAN WG1,Change Request Submission
R1-2403860,RAN WG1,Contribution on Ambient IoT physical layer design
R1-2402449,RAN WG1,Contribution
R1-2402933,RAN WG1,Technical Contribution
R1-2401323,RAN WG1,Discussion lead on multi-cell scheduling
R1-2410246,RAN WG1,Contribution
R1-2405209,RAN WG1,Contribution to NES Work Item
R1-2402662,RAN WG1,Technical Proposal
R1-2409011,RAN WG1,Discussion Document
R1-2400854,RAN WG1,Contribution
R1-2403813,RAN WG1,Technical Specification Maintenance
R1-2405116,RAN WG1,Contribution
R1-2403620,RAN WG1,Change Request Proposal
R1-2408856,RAN WG1,Agenda 9.5.2 contributor
R1-2401060,TSG-RAN WG1,Contribution
R1-2404232,RAN WG1,Change Request
R1-2410679,RAN WG1,Discussion coordination
R1-2405100,TSG-RAN WG1,Specification Contributor
R1-2403356,RAN WG1,Technical Specification Contribution
R1-2400621,RAN WG1,Contribution
R1-2410355,RAN WG1,Contribution
R1-2408387,RAN WG1,Contribution
R1-2410684,RAN WG1,Discussion Document
R1-24xxxxx,RAN WG1,Discussion Documentation
R1-2401049,RAN WG1,Contribution
R1-2409383,RAN WG1,Reply LS on UE RF specifications
R1-2406422,RAN WG1,Physical Layer Design Contribution
R1-2403358,RAN WG1,Specification maintenance
R1-2404751,RAN WG1,Change Proposal
R1-2401961,RAN4,Source
R1-2403415,RAN WG1,Discussion leader
R1-2405818,RAN WG1,Contribution for Discussion
R1-2405606,RAN WG1,Change Proposal
R1-2405696,RAN WG1,Discussion/Decision
R1-2402000,RAN WG1,Lead contributor for LP-WUS work item
R1-2400626,RAN WG1,Contribution on NR MIMO enhancements
R1-2404387,RAN WG1,Study Item Contribution
R1-2410277,RAN WG1,Contribution
R1-2405075,RAN WG1,Contribution
R1-2406005,RAN WG1,Technical Contribution
R1-2405931,RAN WG1,Change Request for 38.214 specification
R1-2409270,RAN WG1,Discussion document
R1-2402878,RAN WG1,Contribution
R1-2407295,RAN WG1,Discussion document for Agenda 8.1
R1-2410868,RAN WG1,Change Request
R1-2408010,RAN WG1,Session Schedule
R1-2402657,RAN WG1,Technical Contribution
R1-2404793,RAN WG1,Contribution on Physical Layer Evaluation
R1-2402508,RAN WG1,Contribution on physical layer aspects
R1-2401104,RAN WG1,Contribution on multi-carrier enhancements
R1-2407179,RAN WG1,Change Request
R1-2407037,RAN WG1,Contribution on SCell energy savings
R1-2407455,RAN WG1,Technical Specification Development
R1-2405459,RAN WG1,Discussion document
R1-2401070,RAN WG1,Technical Specification
R1-2402419,RAN WG1,Change Request
R1-2404966,RAN WG1,Agenda 9.6.1 discussion
R1-2404308,RAN WG1,Technical Contribution
R1-2408272,RAN WG1,Contribution
R1-2409194,RAN1,CR Proposal
R1-2405874,RAN WG1,Contribution
R3-238056,RAN WG3,Working Document
R1-2403683,RAN WG2,Coordination Request
R1-2406901,RAN WG1,Contribution on NTN enhancements
R1-2410899,RAN WG1,Discussion Document
R1-2404131,RAN WG1,Contribution
R1-2410701,RAN WG1,Feature Lead Summary Document
R1-2408450,RAN WG1,Contribution
R1-2406001,RAN WG1,Contribution
R1-2410291,RAN WG1,Technical contribution
R1-2402221,RAN WG1,Change Request
R1-2400980,RAN WG1,Discussion/Decision
38.214 CR,RAN WG1,Change Proposal
R1-2409249,RAN WG1,Technical Contribution
R1-2402139,RAN WG1,Discussion Document
R1-2403945,RAN WG1,Discussion Document
R1-2406475,RAN WG1,Technical Contribution
R1-2405661,RAN WG1,Change Request
R1-2408304,RAN WG1,Discussion Document
R1-2409644,RAN WG1,Technical Contribution
R1-2408832,RAN WG1,Physical layer specification development
R1-2403712,RAN WG2,Contributor
R1-2406507,RAN WG1,Contribution
R1-2400935,RAN WG1,Contribution
R1-2410802,RAN WG1,Discussion lead
R1-2409189,RAN WG1,Discussion and Decision
R1-2406227,RAN WG1,Contribution
R1-2408865,RAN WG1,Contribution
R1-2402325,RAN WG1,Contribution
R1-240XXXX,RAN WG1,Session Notes
R1-2410602,RAN WG1,Change Proposal
R1-2410040,RAN WG1,Contribution
R1-2407935,RAN WG1,Contribution
R1-2407050,RAN WG1,Technical contributor
R1-2404729,TSG-RAN WG1,Change Proposal
R1-2410438,RAN WG1,Contribution on NR MIMO enhancements
R1-2404178,RAN WG1,Technical Contribution
R1-2409796,RAN WG1,Technical Contribution
R1-2405297,RAN WG1,Contribution on Ambient IoT Architecture
R1-2402678,RAN WG1,Contribution
R1-2402092,RAN WG1,Technical Specification
R1-2406146,RAN WG1,Technical Contribution
R1-2404547,RAN WG1,Technical Specification Development
R1-2407158,RAN WG1,Contribution
R2-2403996,RAN WG2,Source document
R1-2410292,RAN WG1,Contribution
R1-2409219,RAN WG1,Session Notes
R1-2409508,RAN WG1,Technical Contribution
R1-2408340,RAN WG1,Discussion Document
R1-2409272,RAN WG1,Discussion moderator
R1-2403540,RAN WG1,Discussion on NCR specifications
R1-2400995,RAN WG1,Coverage Enhancement Proposal
R1-2404484,RAN WG1,Technical Contribution
R1-2410079,RAN WG1,Contribution
R1-2403272,RAN WG2,Protocol signaling
